@Relation EmailRelation

@ATTRIBUTE alphaCount                     NUMERIC            % Alpha caracter count / character count
@ATTRIBUTE alphaNumCount                  NUMERIC            % Alpha-numeric caracter count / character count
@ATTRIBUTE alphaWordCount                 NUMERIC            % Alpha word count / word count
@ATTRIBUTE averageWordLengh               NUMERIC            % Average word length
@ATTRIBUTE capitalCharTotal               NUMERIC            % Capital characters count / char count
@ATTRIBUTE capitalRunTotal                NUMERIC            % Capital character word count / word count
@ATTRIBUTE charSeq1                       NUMERIC            % Alpha character sequence of length 1 / word count
@ATTRIBUTE charSeq2                       NUMERIC            % Alpha character sequence of length 2 / word count
@ATTRIBUTE charSeq3                       NUMERIC            % Alpha character sequence of length 3 / word count
@ATTRIBUTE charSeq4                       NUMERIC            % Alpha character sequence of length 4 / word count
@ATTRIBUTE charSeq5                       NUMERIC            % Alpha character sequence of length 5 / word count
@ATTRIBUTE charSeq6                       NUMERIC            % Alpha character sequence of length 6 / word count
@ATTRIBUTE charSeq7                       NUMERIC            % Alpha character sequence of length 7 / word count
@ATTRIBUTE charSeq8                       NUMERIC            % Alpha character sequence of length 8 / word count
@ATTRIBUTE charSeq9                       NUMERIC            % Alpha character sequence of length 9 / word count
@ATTRIBUTE lineCount                      NUMERIC            % Number of lines
@ATTRIBUTE maxCapitalRun                  NUMERIC            % Longest capital word
@ATTRIBUTE maxRepeatedCapitalWordCount    NUMERIC            % Maximum repeated capital word count
@ATTRIBUTE maxRepeatedWordCount           NUMERIC            % Maximum repeated word count
@ATTRIBUTE maxWordLength                  NUMERIC            % Longest word length
@ATTRIBUTE minCapitalRun                  NUMERIC            % Shortest capital word
@ATTRIBUTE minWordLength                  NUMERIC            % Shortest word length
@ATTRIBUTE numberCount                    NUMERIC            % Number count / word count
@ATTRIBUTE whiteSpaceCount                NUMERIC            % Whitespace characters count / character count
@ATTRIBUTE spam                           {SPAM,NOTSPAM}     % Wether email is spam

@DATA

0.7861635220125787,0.7861635220125787,0.9090909090909091,5.7272727272727275,0.006289308176100629,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.13636363636363635,0.13636363636363635,0.18181818181818182,0.09090909090909091,0.045454545454545456,0.13636363636363635,0.0,8.0,1.0,1.0,5.0,14.0,1.0,1.0,0.0,0.16981132075471697,SPAM
0.7758620689655172,0.7988505747126436,0.9393939393939394,4.242424242424242,0.005747126436781609,0.030303030303030304,0.0,0.15151515151515152,0.2727272727272727,0.18181818181818182,0.0,0.12121212121212122,0.09090909090909091,0.0,0.0,2.0,1.0,1.0,3.0,11.0,1.0,2.0,0.12121212121212122,0.1896551724137931,SPAM
0.7401477832512315,0.777832512315271,0.8804713804713805,5.318181818181818,2.463054187192118E-4,0.0016835016835016834,0.003367003367003367,0.05387205387205387,0.04713804713804714,0.058922558922558925,0.06060606060606061,0.05555555555555555,0.04713804713804714,0.03198653198653199,0.03872053872053872,49.0,1.0,1.0,2.0,13.0,1.0,1.0,0.25757575757575757,0.18399014778325123,SPAM
0.5680345572354212,0.6760259179265659,0.5542168674698795,2.8313253012048194,7.199424046076314E-4,0.0030120481927710845,0.08132530120481928,0.09036144578313253,0.10843373493975904,0.07228915662650602,0.04216867469879518,0.0391566265060241,0.018072289156626505,0.018072289156626505,0.0030120481927710845,14.0,1.0,1.0,1.0,10.0,1.0,1.0,0.45180722891566266,0.28077753779697623,SPAM
0.8015267175572519,0.8053435114503816,0.963855421686747,5.090361445783133,9.541984732824427E-4,0.006024096385542169,0.018072289156626505,0.09036144578313253,0.10240963855421686,0.13855421686746988,0.10240963855421686,0.0783132530120482,0.04819277108433735,0.04819277108433735,0.04819277108433735,38.0,1.0,1.0,3.0,22.0,1.0,1.0,0.024096385542168676,0.17557251908396945,SPAM
0.7791842475386779,0.7890295358649789,0.9326923076923077,5.403846153846154,0.0014064697609001407,0.009615384615384616,0.028846153846153848,0.10576923076923077,0.125,0.11538461538461539,0.11538461538461539,0.028846153846153848,0.057692307692307696,0.038461538461538464,0.019230769230769232,14.0,1.0,1.0,4.0,14.0,1.0,1.0,0.0673076923076923,0.17721518987341772,SPAM
0.8622047244094488,0.8622047244094488,0.984375,6.859375,0.001968503937007874,0.015625,0.0,0.03125,0.0625,0.0625,0.140625,0.15625,0.109375,0.21875,0.09375,4.0,1.0,1.0,4.0,14.0,1.0,2.0,0.0,0.12992125984251968,SPAM
0.7142857142857143,0.7167487684729064,0.9402985074626866,4.358208955223881,0.0024630541871921183,0.014925373134328358,0.04477611940298507,0.1044776119402985,0.1791044776119403,0.208955223880597,0.04477611940298507,0.05970149253731343,0.07462686567164178,0.0,0.014925373134328358,17.0,1.0,1.0,3.0,13.0,1.0,1.0,0.014925373134328358,0.22167487684729065,SPAM
0.6666666666666666,0.673202614379085,0.9393939393939394,4.696969696969697,0.002178649237472767,0.015151515151515152,0.030303030303030304,0.12121212121212122,0.15151515151515152,0.13636363636363635,0.07575757575757576,0.12121212121212122,0.12121212121212122,0.030303030303030304,0.030303030303030304,11.0,1.0,1.0,2.0,10.0,1.0,1.0,0.045454545454545456,0.23311546840958605,SPAM
