@relation 'EmailRelation-weka.filters.unsupervised.attribute.Remove-R5-6,17-18,21-22-weka.filters.supervised.instance.Resample-B0.0-S1-Z15.0-weka.filters.unsupervised.attribute.Remove-R4,14-16'

@attribute alphaCount numeric
@attribute alphaNumCount numeric
@attribute alphaWordCount numeric
@attribute charSeq1 numeric
@attribute charSeq2 numeric
@attribute charSeq3 numeric
@attribute charSeq4 numeric
@attribute charSeq5 numeric
@attribute charSeq6 numeric
@attribute charSeq7 numeric
@attribute charSeq8 numeric
@attribute charSeq9 numeric
@attribute numberCount numeric
@attribute whiteSpaceCount numeric
@attribute spam {SPAM,NOTSPAM}

@data
0.591241,0.686131,0.772727,0.045455,0.045455,0.227273,0.227273,0,0.090909,0.045455,0.090909,0,0.590909,0.233577,NOTSPAM
0.778218,0.786647,0.952562,0.004744,0.024668,0.031309,0.049336,0.044592,0.037951,0.025617,0.017078,0.012334,0.048387,0.193687,NOTSPAM
0.65,0.726667,0.632653,0.102041,0.122449,0.061224,0.020408,0.020408,0,0.040816,0.020408,0.020408,0.469388,0.216667,NOTSPAM
0.709302,0.755814,0.9,0,0,0.2,0.1,0,0,0.4,0,0,0.4,0.174419,NOTSPAM
0.71028,0.76324,0.859649,0.070175,0.070175,0.122807,0.157895,0.087719,0.122807,0.035088,0.070175,0,0.298246,0.205607,NOTSPAM
0.738502,0.759089,0.903704,0.014815,0.049383,0.076543,0.101235,0.054321,0.034568,0.041975,0.039506,0.017284,0.116049,0.208936,NOTSPAM
0.802632,0.802632,0.916667,0.083333,0,0.083333,0.083333,0.333333,0,0.333333,0,0,0,0.171053,NOTSPAM
0.630162,0.664273,0.84375,0.0625,0.177083,0.104167,0.145833,0.041667,0.052083,0.0625,0.052083,0.010417,0.197917,0.253142,NOTSPAM
0.677083,0.734375,0.894737,0.026316,0.236842,0.236842,0.157895,0.078947,0.078947,0.052632,0,0.026316,0.289474,0.229167,NOTSPAM
0.70017,0.710392,0.910448,0.024876,0.099502,0.079602,0.099502,0.094527,0.089552,0.054726,0.044776,0.0199,0.059701,0.229983,NOTSPAM
0.667553,0.734043,0.836066,0.04918,0.131148,0.180328,0.180328,0.065574,0.04918,0.04918,0.098361,0.032787,0.409836,0.212766,NOTSPAM
0.655318,0.667315,0.930586,0.017354,0.056399,0.052061,0.058568,0.071584,0.067245,0.060738,0.032538,0.017354,0.08026,0.240921,NOTSPAM
0.792424,0.801515,0.909091,0.036364,0.1,0.1,0.118182,0.109091,0.063636,0.063636,0.027273,0.036364,0.054545,0.181818,NOTSPAM
0.735714,0.771429,0.913043,0.043478,0.173913,0.173913,0.086957,0.217391,0.086957,0.086957,0,0.086957,0.217391,0.192857,NOTSPAM
0.562025,0.650633,0.761194,0.029851,0.238806,0.179104,0.029851,0.134328,0.044776,0.074627,0,0.014925,0.522388,0.258228,NOTSPAM
0.586207,0.724138,0.733333,0,0.066667,0.4,0.133333,0.133333,0,0.133333,0.066667,0,0.8,0.218391,NOTSPAM
0.637602,0.685286,0.825,0.033333,0.125,0.125,0.125,0.041667,0.083333,0.05,0.033333,0.025,0.291667,0.23842,NOTSPAM
0.526237,0.670165,0.685039,0.047244,0.165354,0.110236,0.070866,0.07874,0.03937,0.023622,0.015748,0.015748,0.755906,0.25937,NOTSPAM
0.760331,0.760331,0.976744,0.023256,0.139535,0.139535,0.186047,0.116279,0.139535,0.093023,0,0,0,0.206612,NOTSPAM
0.45288,0.657068,0.597222,0,0.125,0.111111,0.027778,0.027778,0.013889,0.027778,0.013889,0,1.083333,0.264398,NOTSPAM
0.497674,0.702326,0.615385,0,0.076923,0.205128,0.051282,0.051282,0,0.076923,0,0,1.128205,0.237209,NOTSPAM
0.532127,0.576471,0.829932,0.034014,0.122449,0.07483,0.068027,0.061224,0.027211,0.047619,0.013605,0.040816,0.333333,0.277828,NOTSPAM
0.515152,0.666667,0.6,0.066667,0.4,0.133333,0.133333,0,0,0.133333,0,0,0.666667,0.272727,NOTSPAM
0.670647,0.732872,0.832168,0.024476,0.048951,0.06993,0.08042,0.062937,0.048951,0.034965,0.024476,0.01049,0.346154,0.22313,NOTSPAM
0.660194,0.660194,1,0,0.222222,0.388889,0.055556,0.166667,0.055556,0.055556,0,0,0,0.252427,NOTSPAM
0.641225,0.652893,0.924092,0.023102,0.059406,0.023102,0.082508,0.089109,0.056106,0.075908,0.029703,0.019802,0.079208,0.246962,NOTSPAM
0.689994,0.72744,0.881533,0.041812,0.080139,0.097561,0.142857,0.038328,0.02439,0.045296,0.04878,0.017422,0.212544,0.224064,NOTSPAM
0.451262,0.603133,0.548387,0.037221,0.111663,0.066998,0.049628,0.029777,0.029777,0.019851,0.022333,0.019851,0.866005,0.285901,NOTSPAM
0.580753,0.642678,0.815217,0.032609,0.146739,0.108696,0.070652,0.086957,0.043478,0.065217,0.021739,0.032609,0.402174,0.25523,NOTSPAM
0.452026,0.528785,0.734375,0.015625,0.234375,0.125,0.09375,0.109375,0.09375,0.0625,0.015625,0.03125,0.5625,0.302772,NOTSPAM
0.579208,0.742574,0.645161,0.064516,0,0.193548,0.129032,0.16129,0.096774,0.096774,0,0.032258,1.064516,0.20297,NOTSPAM
0.548821,0.620086,0.751926,0.024653,0.063174,0.052388,0.050847,0.038521,0.023112,0.027735,0.027735,0.007704,0.432974,0.272128,NOTSPAM
0.612457,0.640138,0.893617,0.028369,0.113475,0.092199,0.163121,0.06383,0.070922,0.028369,0.035461,0.007092,0.170213,0.260669,NOTSPAM
0.511111,0.584889,0.794872,0.019231,0.153846,0.070513,0.057692,0.038462,0.051282,0.044872,0.019231,0.025641,0.532051,0.276444,NOTSPAM
0.728522,0.738832,0.918367,0.040816,0.142857,0.102041,0.22449,0.122449,0.081633,0.061224,0,0.081633,0.061224,0.213058,NOTSPAM
0.543165,0.594964,0.791304,0.034783,0.134783,0.091304,0.082609,0.043478,0.030435,0.026087,0.026087,0.008696,0.313043,0.284892,NOTSPAM
0.53271,0.654206,0.722222,0.055556,0.055556,0.333333,0.222222,0,0,0.055556,0.111111,0,0.722222,0.252336,NOTSPAM
0.684211,0.719298,0.777778,0.111111,0,0.222222,0.222222,0,0.111111,0.111111,0,0,0.222222,0.210526,NOTSPAM
0.519481,0.675325,0.785714,0,0.214286,0.214286,0.214286,0.071429,0.071429,0.071429,0,0,0.857143,0.246753,NOTSPAM
0.514059,0.565249,0.806931,0.009901,0.133663,0.064356,0.079208,0.064356,0.034653,0.024752,0.029703,0.019802,0.351485,0.289834,NOTSPAM
0.72546,0.746933,0.900621,0.024845,0.059006,0.07764,0.130435,0.068323,0.096273,0.074534,0.046584,0.031056,0.130435,0.208589,NOTSPAM
0.502559,0.611054,0.704698,0.040268,0.147651,0.174497,0.067114,0.080537,0.04698,0.060403,0.026846,0.020134,0.711409,0.270215,NOTSPAM
0.640582,0.66242,0.935065,0,0.136364,0.097403,0.084416,0.071429,0.038961,0.045455,0.025974,0.058442,0.155844,0.238399,NOTSPAM
0.695946,0.736486,0.836364,0.036364,0.145455,0.163636,0.145455,0.127273,0.054545,0.072727,0.036364,0.036364,0.218182,0.222973,NOTSPAM
0.737113,0.75945,0.941748,0.009709,0.106796,0.15534,0.194175,0.07767,0.029126,0.067961,0.038835,0.058252,0.126214,0.207904,NOTSPAM
0.599222,0.680934,0.78022,0.054945,0.153846,0.10989,0.087912,0.065934,0.065934,0.054945,0,0,0.461538,0.247082,NOTSPAM
0.46129,0.641935,0.6,0.05,0.05,0.116667,0.066667,0.033333,0.016667,0.033333,0,0,0.933333,0.274194,NOTSPAM
0.747899,0.764706,0.871795,0.076923,0.128205,0.128205,0.076923,0.128205,0.102564,0.102564,0.102564,0.025641,0.102564,0.197479,NOTSPAM
0.695914,0.718687,0.899408,0.027613,0.055227,0.057199,0.110454,0.074951,0.063116,0.047337,0.035503,0.011834,0.134122,0.225385,NOTSPAM
0.67807,0.730605,0.854167,0.020833,0.083333,0.086806,0.107639,0.0625,0.045139,0.0625,0.024306,0.034722,0.298611,0.222358,NOTSPAM
0.608312,0.715365,0.747967,0.03252,0.081301,0.146341,0.113821,0.04878,0.081301,0.065041,0.00813,0.04878,0.691057,0.219144,NOTSPAM
0.556701,0.680412,0.75,0,0.0625,0.375,0.125,0.0625,0,0.125,0.0625,0,0.75,0.237113,NOTSPAM
0.532609,0.663043,0.75,0,0.0625,0.375,0.25,0,0,0.0625,0.0625,0,0.75,0.25,NOTSPAM
0.532609,0.663043,0.75,0,0.0625,0.375,0.25,0,0,0.0625,0.0625,0,0.75,0.25,NOTSPAM
0.765332,0.784062,0.929143,0.006857,0.027429,0.045714,0.074286,0.053714,0.045714,0.048,0.027429,0.04,0.116571,0.188212,NOTSPAM
0.52381,0.698413,0.652174,0,0.173913,0.26087,0.173913,0.086957,0.043478,0.086957,0,0,0.956522,0.238095,NOTSPAM
0.522388,0.671642,0.68,0.04,0.2,0.24,0.08,0.08,0,0.12,0,0,0.8,0.253731,NOTSPAM
0.421659,0.486175,0.75,0.035714,0.160714,0.107143,0.089286,0.035714,0.035714,0.035714,0.017857,0.017857,0.5,0.320276,NOTSPAM
0.756211,0.773895,0.92132,0.005076,0.060914,0.060914,0.119289,0.091371,0.043147,0.048223,0.015228,0.040609,0.106599,0.195789,NOTSPAM
0.556231,0.677812,0.692308,0.107692,0.107692,0.138462,0.123077,0.076923,0.123077,0.015385,0.030769,0,0.615385,0.258359,NOTSPAM
0.734417,0.737127,0.9375,0.046875,0.125,0.140625,0.15625,0.078125,0.046875,0.03125,0.03125,0.078125,0.015625,0.216802,NOTSPAM
0.486049,0.575158,0.751553,0.018634,0.142857,0.055901,0.086957,0.068323,0.043478,0.037267,0.018634,0.006211,0.614907,0.284428,NOTSPAM
0.632461,0.667337,0.812766,0.042553,0.085106,0.051064,0.042553,0.051064,0.076596,0.046809,0.029787,0.029787,0.221277,0.244802,NOTSPAM
0.526316,0.634085,0.701493,0.029851,0.223881,0.179104,0.044776,0.119403,0.044776,0.074627,0,0.014925,0.641791,0.265664,NOTSPAM
0.416873,0.486352,0.740741,0.037037,0.222222,0.148148,0.074074,0.037037,0,0.037037,0.018519,0.037037,0.518519,0.322581,NOTSPAM
0.579208,0.742574,0.645161,0.064516,0,0.193548,0.129032,0.16129,0.096774,0.096774,0,0.032258,1.064516,0.20297,NOTSPAM
0.48996,0.670683,0.6,0.022222,0.111111,0.177778,0.044444,0.044444,0,0.066667,0,0,1,0.253012,NOTSPAM
0.699045,0.729299,0.90172,0.017199,0.063882,0.066339,0.085995,0.068796,0.022113,0.031941,0.039312,0.014742,0.186732,0.216162,NOTSPAM
0.691729,0.71203,0.921296,0.009259,0.115741,0.078704,0.125,0.060185,0.041667,0.069444,0.023148,0.027778,0.125,0.224812,NOTSPAM
0.768,0.816,0.944444,0,0,0.277778,0.055556,0.055556,0.111111,0.166667,0.166667,0.111111,0.333333,0.16,NOTSPAM
0.594937,0.734177,0.710526,0.052632,0.105263,0.157895,0.105263,0.184211,0.105263,0.078947,0,0.026316,0.868421,0.21097,NOTSPAM
0.660194,0.660194,1,0,0.222222,0.388889,0.055556,0.166667,0.055556,0.055556,0,0,0,0.252427,NOTSPAM
0.504854,0.660194,0.666667,0,0.166667,0.333333,0.166667,0.111111,0,0.111111,0,0,0.888889,0.252427,NOTSPAM
0.710843,0.751004,0.902439,0.02439,0.146341,0.170732,0.121951,0.121951,0.097561,0.097561,0.04878,0.02439,0.243902,0.204819,NOTSPAM
0.519481,0.675325,0.785714,0,0.214286,0.214286,0.214286,0.071429,0.071429,0.071429,0,0,0.857143,0.246753,NOTSPAM
0.67378,0.740854,0.822581,0.032258,0.193548,0.112903,0.16129,0.048387,0.080645,0.112903,0.016129,0,0.354839,0.222561,NOTSPAM
0.763593,0.763593,0.974026,0.025974,0.090909,0.168831,0.168831,0.116883,0.064935,0.064935,0.025974,0.012987,0,0.208038,NOTSPAM
0.59691,0.678371,0.780303,0.05303,0.121212,0.121212,0.098485,0.068182,0.075758,0.022727,0.007576,0,0.439394,0.252809,NOTSPAM
0.718204,0.761845,0.9,0.018182,0.090909,0.036364,0.090909,0.054545,0.136364,0.081818,0.009091,0.036364,0.318182,0.187032,NOTSPAM
0.802798,0.804603,0.981928,0.012048,0.042169,0.060241,0.072289,0.054217,0.039157,0.060241,0.048193,0.057229,0.012048,0.172383,NOTSPAM
0.537634,0.666667,0.75,0,0.0625,0.4375,0.125,0.0625,0,0.0625,0.0625,0,0.75,0.247312,NOTSPAM
0.543478,0.663043,0.75,0.0625,0,0.4375,0.125,0.0625,0,0.0625,0.0625,0,0.6875,0.25,NOTSPAM
0.579208,0.742574,0.645161,0.064516,0,0.193548,0.129032,0.16129,0.096774,0.096774,0,0.032258,1.064516,0.20297,NOTSPAM
0.677083,0.734375,0.894737,0.026316,0.236842,0.236842,0.157895,0.078947,0.078947,0.052632,0,0.026316,0.289474,0.229167,NOTSPAM
0.547368,0.673684,0.75,0,0.0625,0.375,0.125,0.125,0,0.0625,0.0625,0,0.75,0.242105,NOTSPAM
0.68779,0.734158,0.886957,0.026087,0.130435,0.13913,0.078261,0.078261,0.078261,0.017391,0.026087,0.008696,0.26087,0.22102,NOTSPAM
0.777778,0.777778,1,0,0,0.210526,0.210526,0.210526,0,0.157895,0,0,0,0.194444,NOTSPAM
0.451524,0.65097,0.608696,0,0.101449,0.130435,0.028986,0.028986,0.014493,0.028986,0,0,1.043478,0.268698,NOTSPAM
0.757485,0.766467,0.929825,0.052632,0.210526,0.122807,0.175439,0.087719,0.052632,0.087719,0.052632,0.052632,0.052632,0.200599,NOTSPAM
0.669164,0.694132,0.904412,0.044118,0.147059,0.095588,0.132353,0.073529,0.073529,0.066176,0.044118,0.007353,0.147059,0.237203,NOTSPAM
0.704698,0.704698,0.92,0.08,0.2,0.2,0.16,0.08,0.04,0.04,0.08,0.04,0,0.228188,NOTSPAM
0.526316,0.634085,0.701493,0.029851,0.223881,0.179104,0.044776,0.119403,0.044776,0.074627,0,0.014925,0.641791,0.265664,NOTSPAM
0.722543,0.757225,0.971429,0,0.114286,0.228571,0.142857,0.114286,0.085714,0.057143,0,0,0.171429,0.219653,NOTSPAM
0.516871,0.584356,0.760417,0.052083,0.15625,0.125,0.104167,0.104167,0.03125,0.0625,0.020833,0.010417,0.458333,0.280675,NOTSPAM
0.724605,0.776524,0.824324,0.040541,0.162162,0.094595,0.108108,0.067568,0.054054,0.040541,0.040541,0,0.310811,0.194131,NOTSPAM
0.45283,0.514151,0.773585,0.018868,0.207547,0.132075,0.075472,0.037736,0,0.056604,0.018868,0.056604,0.490566,0.304245,NOTSPAM
0.678445,0.738516,0.852459,0.04918,0.213115,0.163934,0.196721,0.081967,0.032787,0.032787,0.016393,0.016393,0.278689,0.236749,NOTSPAM
0.599853,0.654919,0.7897,0.055794,0.11588,0.085837,0.124464,0.051502,0.038627,0.021459,0.021459,0.030043,0.321888,0.257709,NOTSPAM
0.538462,0.659341,0.75,0.0625,0,0.375,0.25,0,0,0.0625,0.0625,0,0.6875,0.252747,NOTSPAM
0.765348,0.776262,0.94958,0.016807,0.067227,0.117647,0.117647,0.067227,0.092437,0.05042,0.058824,0.02521,0.067227,0.19236,NOTSPAM
0.576212,0.636259,0.749117,0.053004,0.077739,0.063604,0.056537,0.038869,0.035336,0.038869,0.028269,0.035336,0.367491,0.263279,NOTSPAM
0.630989,0.706422,0.718954,0.019608,0.045752,0.084967,0.039216,0.039216,0.019608,0.026144,0.026144,0.026144,0.48366,0.224261,NOTSPAM
0.578661,0.66086,0.745509,0.020958,0.08982,0.083832,0.038922,0.02994,0.026946,0.023952,0.011976,0.005988,0.452096,0.260207,NOTSPAM
0.452077,0.567093,0.666667,0.02381,0.190476,0.214286,0.059524,0.02381,0.035714,0.047619,0.02381,0.035714,0.857143,0.282748,NOTSPAM
0.588601,0.645596,0.836478,0.037736,0.138365,0.106918,0.125786,0.069182,0.056604,0.018868,0.031447,0.031447,0.345912,0.259067,NOTSPAM
0.575758,0.686869,0.75,0.0625,0,0.3125,0.125,0.125,0,0.0625,0.125,0,0.6875,0.232323,NOTSPAM
0.550871,0.605958,0.796154,0.034615,0.084615,0.053846,0.046154,0.076923,0.065385,0.038462,0.026923,0.034615,0.376923,0.269815,NOTSPAM
0.619231,0.723077,0.765957,0.042553,0.148936,0.191489,0.148936,0.06383,0.106383,0.042553,0.042553,0.021277,0.574468,0.226923,NOTSPAM
0.715068,0.739726,0.914286,0.028571,0.157143,0.128571,0.157143,0.128571,0.042857,0.014286,0.028571,0.028571,0.128571,0.224658,NOTSPAM
0.549925,0.637732,0.726962,0.027304,0.095563,0.088737,0.05802,0.05802,0.054608,0.044369,0.030717,0.047782,0.59727,0.25439,NOTSPAM
0.707108,0.730392,0.886525,0.049645,0.12766,0.085106,0.106383,0.035461,0.085106,0.070922,0.06383,0.021277,0.134752,0.220588,NOTSPAM
0.541745,0.632722,0.769802,0.022277,0.081683,0.056931,0.074257,0.039604,0.044554,0.034653,0.024752,0.019802,0.601485,0.259079,NOTSPAM
0.547993,0.609948,0.758427,0.033708,0.140449,0.095506,0.073034,0.044944,0.033708,0.033708,0.011236,0.022472,0.398876,0.272251,NOTSPAM
0.72341,0.742486,0.922807,0.015789,0.063158,0.05614,0.101754,0.070175,0.066667,0.040351,0.036842,0.024561,0.115789,0.210983,NOTSPAM
0.777425,0.792838,0.931548,0.011905,0.059524,0.059524,0.095238,0.059524,0.068452,0.068452,0.053571,0.041667,0.10119,0.17951,NOTSPAM
0.583333,0.644063,0.772401,0.028674,0.064516,0.035842,0.048387,0.041219,0.046595,0.02509,0.019713,0.023297,0.399642,0.253813,NOTSPAM
0.754141,0.759834,0.949555,0.014837,0.062315,0.062315,0.094955,0.05638,0.050445,0.047478,0.032641,0.008902,0.032641,0.207039,NOTSPAM
0.582388,0.638426,0.797357,0.035242,0.088106,0.061674,0.039648,0.079295,0.057269,0.030837,0.022026,0.017621,0.370044,0.256171,NOTSPAM
0.580753,0.642678,0.815217,0.032609,0.146739,0.108696,0.070652,0.086957,0.043478,0.065217,0.021739,0.032609,0.402174,0.25523,NOTSPAM
0.785714,0.815476,0.863636,0.045455,0.181818,0.090909,0.090909,0,0.045455,0.045455,0.090909,0.045455,0.227273,0.154762,NOTSPAM
0.655319,0.712766,0.852349,0.026846,0.087248,0.09396,0.120805,0.053691,0.060403,0.073826,0.006711,0.040268,0.362416,0.22234,NOTSPAM
0.670673,0.742788,0.75,0.041667,0.152778,0.097222,0.055556,0.041667,0.069444,0.027778,0.083333,0.027778,0.416667,0.213942,NOTSPAM
0.546243,0.682081,0.671642,0.074627,0.149254,0.164179,0.19403,0.044776,0.089552,0.014925,0.029851,0.014925,0.701493,0.254335,NOTSPAM
0.522205,0.638591,0.641026,0.034188,0.230769,0.111111,0.08547,0.051282,0.025641,0.094017,0.008547,0.017094,0.649573,0.269525,NOTSPAM
0.595358,0.637704,0.839357,0.034137,0.056225,0.042169,0.062249,0.066265,0.066265,0.046185,0.032129,0.024096,0.271084,0.259097,NOTSPAM
0.754141,0.759834,0.949555,0.014837,0.062315,0.062315,0.094955,0.05638,0.050445,0.047478,0.032641,0.008902,0.032641,0.207039,NOTSPAM
0.621212,0.666667,0.777778,0.111111,0.185185,0.111111,0.296296,0.074074,0,0.037037,0.037037,0,0.222222,0.265152,NOTSPAM
0.50755,0.564597,0.769663,0.033708,0.123596,0.05618,0.061798,0.02809,0.067416,0.033708,0.011236,0.016854,0.382022,0.291946,NOTSPAM
0.705534,0.733202,0.9,0.0625,0.0875,0.075,0.0875,0.1,0.15,0.0375,0.0875,0.0375,0.175,0.211462,NOTSPAM
0.648746,0.716846,0.8,0.02,0.16,0.2,0.12,0.02,0.06,0.1,0,0.02,0.38,0.229391,NOTSPAM
0.631264,0.674292,0.868726,0.019305,0.081081,0.084942,0.108108,0.054054,0.057915,0.050193,0.034749,0.030888,0.305019,0.233115,NOTSPAM
0.678571,0.728571,0.814815,0.148148,0.222222,0.074074,0.111111,0.037037,0.074074,0.148148,0,0.037037,0.259259,0.228571,NOTSPAM
0.5,0.64,0.705882,0,0.117647,0.411765,0.117647,0.058824,0,0.058824,0.058824,0,0.823529,0.26,NOTSPAM
0.818182,0.818182,1,0,0.111111,0.222222,0.111111,0.111111,0,0.444444,0,0,0,0.163636,NOTSPAM
0.6,0.690411,0.727273,0.121212,0.136364,0.151515,0.166667,0.045455,0.121212,0.060606,0.015152,0.030303,0.5,0.243836,NOTSPAM
0.699045,0.729299,0.90172,0.017199,0.063882,0.066339,0.085995,0.068796,0.022113,0.031941,0.039312,0.014742,0.186732,0.216162,NOTSPAM
0.635222,0.660333,0.87931,0.034483,0.05819,0.040948,0.073276,0.073276,0.05819,0.060345,0.023707,0.023707,0.159483,0.248388,NOTSPAM
0.665943,0.673852,0.925459,0.021789,0.036697,0.06422,0.106651,0.129587,0.127294,0.102064,0.048165,0.025229,0.058486,0.230614,NOTSPAM
0.481117,0.587849,0.644444,0.033333,0.2,0.088889,0.055556,0.033333,0.033333,0.033333,0.022222,0.055556,0.722222,0.279146,NOTSPAM
0.757108,0.76117,0.924444,0.031111,0.075556,0.075556,0.16,0.048889,0.062222,0.053333,0.017778,0.022222,0.022222,0.210398,NOTSPAM
0.534617,0.617607,0.667606,0.04507,0.070423,0.042254,0.033803,0.025352,0.025352,0.033803,0.011268,0.014085,0.509859,0.272352,NOTSPAM
0.63,0.705,0.805195,0.051948,0.12987,0.155844,0.194805,0.103896,0.064935,0.038961,0.025974,0.012987,0.38961,0.2425,NOTSPAM
0.729005,0.755443,0.917874,0.021739,0.060386,0.045894,0.062802,0.031401,0.033816,0.062802,0.024155,0.019324,0.164251,0.202566,NOTSPAM
0.717314,0.795053,0.8,0.022222,0.111111,0.133333,0.044444,0.111111,0.022222,0.044444,0.044444,0.044444,0.488889,0.180212,NOTSPAM
0.791367,0.791367,1,0,0.138889,0.111111,0.138889,0.069444,0.152778,0.041667,0.027778,0.041667,0,0.189448,NOTSPAM
0.576212,0.636259,0.749117,0.053004,0.077739,0.063604,0.056537,0.038869,0.035336,0.038869,0.028269,0.035336,0.367491,0.263279,NOTSPAM
0.710204,0.771429,0.857143,0.040816,0.102041,0.122449,0.122449,0.183673,0.102041,0.020408,0,0.040816,0.306122,0.212245,NOTSPAM
0.503817,0.671756,0.666667,0,0.166667,0.25,0.083333,0.083333,0.041667,0.083333,0,0,0.916667,0.251908,NOTSPAM
0.599515,0.64284,0.847154,0.011382,0.026016,0.065854,0.100813,0.065041,0.047154,0.05122,0.036585,0.020325,0.290244,0.253155,NOTSPAM
0.467869,0.564825,0.618321,0.061069,0.137405,0.053435,0.061069,0.076336,0.091603,0.022901,0.045802,0.030534,0.656489,0.290868,NOTSPAM
0.560818,0.595264,0.774436,0.042607,0.085213,0.045113,0.057644,0.047619,0.052632,0.022556,0.017544,0.017544,0.240602,0.273771,NOTSPAM
0.524263,0.580589,0.79096,0.028249,0.141243,0.062147,0.096045,0.045198,0.062147,0.045198,0.00565,0.033898,0.367232,0.285962,NOTSPAM
0.694479,0.78773,0.704225,0.056338,0.035211,0.084507,0.15493,0.126761,0.105634,0.06338,0.070423,0.042254,0.535211,0.192638,NOTSPAM
0.579208,0.742574,0.645161,0.064516,0,0.193548,0.129032,0.16129,0.096774,0.096774,0,0.032258,1.064516,0.20297,NOTSPAM
0.649112,0.689941,0.848375,0.043321,0.090253,0.061372,0.086643,0.072202,0.057762,0.021661,0.036101,0.025271,0.249097,0.236686,NOTSPAM
0.76,0.806667,0.85,0.05,0.15,0.05,0.15,0,0.2,0.1,0.1,0.05,0.35,0.16,NOTSPAM
0.543165,0.594964,0.791304,0.034783,0.134783,0.091304,0.082609,0.043478,0.030435,0.026087,0.026087,0.008696,0.313043,0.284892,NOTSPAM
0.700111,0.701226,0.912281,0.035088,0.116959,0.140351,0.204678,0.087719,0.052632,0.02924,0.040936,0.005848,0.005848,0.244147,NOTSPAM
0.5,0.675,0.636364,0,0.227273,0.181818,0.181818,0.090909,0,0.090909,0,0,0.954545,0.25,NOTSPAM
0.778218,0.786647,0.952562,0.004744,0.024668,0.031309,0.049336,0.044592,0.037951,0.025617,0.017078,0.012334,0.048387,0.193687,NOTSPAM
0.669202,0.760456,0.714286,0.071429,0.166667,0.095238,0.095238,0.071429,0.071429,0.047619,0.095238,0.02381,0.571429,0.197719,NOTSPAM
0.740284,0.760642,0.92766,0.025532,0.093617,0.093617,0.106383,0.059574,0.051064,0.055319,0.059574,0.07234,0.140426,0.191857,NOTSPAM
0.56701,0.680412,0.75,0.0625,0,0.375,0.125,0.0625,0,0.0625,0.125,0,0.6875,0.237113,NOTSPAM
0.757669,0.757669,0.944,0.016,0.096,0.088,0.208,0.088,0.064,0.016,0.024,0.016,0,0.216258,NOTSPAM
0.616162,0.705051,0.707865,0.067416,0.089888,0.134831,0.123596,0.033708,0.033708,0.067416,0.044944,0.033708,0.494382,0.236364,NOTSPAM
0.735043,0.754274,0.886364,0.045455,0.159091,0.136364,0.159091,0.045455,0.102273,0.079545,0.022727,0,0.102273,0.215812,NOTSPAM
0.796296,0.796296,0.923077,0.076923,0.115385,0.115385,0.076923,0.115385,0.115385,0.076923,0,0.038462,0,0.179012,NOTSPAM
0.632054,0.709932,0.823077,0.023077,0.076923,0.115385,0.184615,0.038462,0.030769,0.046154,0.038462,0.015385,0.530769,0.217833,NOTSPAM
0.601533,0.727969,0.710526,0.052632,0,0.184211,0.105263,0.131579,0.078947,0.105263,0,0.026316,0.868421,0.206897,NOTSPAM
0.738439,0.742775,0.966154,0.015385,0.055385,0.067692,0.107692,0.055385,0.049231,0.055385,0.046154,0.024615,0.027692,0.206647,NOTSPAM
0.55814,0.581395,0.933333,0,0.333333,0.133333,0.333333,0.066667,0,0.066667,0,0,0.133333,0.290698,NOTSPAM
0.553191,0.670213,0.75,0.0625,0,0.375,0.125,0.125,0,0.0625,0.0625,0,0.6875,0.244681,NOTSPAM
0.744444,0.77037,0.918367,0.020408,0.204082,0.102041,0.122449,0.081633,0.163265,0.081633,0.040816,0,0.142857,0.203704,NOTSPAM
0.610646,0.680622,0.803509,0.031579,0.094737,0.063158,0.091228,0.073684,0.042105,0.031579,0.017544,0.021053,0.410526,0.244617,NOTSPAM
0.585366,0.719512,0.703704,0.074074,0.111111,0.222222,0.185185,0.111111,0.111111,0.148148,0,0,0.814815,0.219512,NOTSPAM
0.717678,0.730871,0.956522,0.028986,0.130435,0.15942,0.202899,0.028986,0.072464,0.057971,0.043478,0,0.072464,0.224274,NOTSPAM
0.703721,0.728215,0.887978,0.032787,0.084699,0.071038,0.101093,0.051913,0.060109,0.054645,0.040984,0.021858,0.142077,0.221856,NOTSPAM
0.706294,0.769231,0.785714,0.071429,0.178571,0.25,0.107143,0.035714,0,0.107143,0.035714,0.035714,0.321429,0.20979,NOTSPAM
0.689873,0.7074,0.905556,0.016667,0.080556,0.066667,0.083333,0.044444,0.061111,0.030556,0.016667,0.027778,0.1,0.23369,NOTSPAM
0.557522,0.672566,0.722222,0.055556,0.055556,0.333333,0.111111,0.055556,0,0.055556,0.166667,0,0.722222,0.238938,NOTSPAM
0.548868,0.637068,0.760684,0.018803,0.068376,0.039316,0.063248,0.042735,0.02906,0.018803,0.013675,0.015385,0.505983,0.268474,NOTSPAM
0.561224,0.683673,0.75,0,0.0625,0.375,0.125,0.0625,0,0.0625,0.125,0,0.75,0.234694,NOTSPAM
0.402116,0.470899,0.744681,0.021277,0.234043,0.148936,0.085106,0.042553,0,0.042553,0.021277,0.042553,0.553191,0.325397,NOTSPAM
0.75641,0.782051,0.88,0.04,0.16,0.12,0.04,0.08,0.08,0.12,0.12,0,0.16,0.185897,NOTSPAM
