alphaCount;alphaNumCount;alphaWordCount;averageWordLengh;charSeq1;charSeq2;charSeq3;charSeq4;charSeq5;charSeq6;charSeq7;charSeq8;charSeq9;lineCount;maxRepeatedWordCount;maxWordLength;numberCount;whiteSpaceCount;spam
0.469114;0.517457;0.732394;4.070423;0.070423;0.133803;0.042254;0.070423;0.056338;0.056338;0.070423;0.021127;0.042254;32;3;12;0.380282;0.304387;NOTSPAM
0.721519;0.727848;0.95;5.75;0.05;0;0.15;0.05;0.05;0;0.15;0;0;4;10;10;0.05;0.196203;NOTSPAM
0.785366;0.804878;0.967742;5.322581;0;0.129032;0.193548;0.193548;0.064516;0.096774;0.032258;0.032258;0.064516;5;9;13;0.129032;0.170732;NOTSPAM
0.466216;0.545045;0.754098;3.967213;0.016393;0.213115;0.131148;0.065574;0.065574;0.032787;0.065574;0.016393;0.04918;12;3;9;0.57377;0.295045;NOTSPAM
0.532609;0.663043;0.75;3.8125;0;0.0625;0.375;0.25;0;0;0.0625;0.0625;0;3;4;8;0.75;0.25;NOTSPAM
0.773645;0.793836;0.943396;4.698113;0.025157;0.050314;0.069182;0.132075;0.044025;0.081761;0.031447;0.056604;0.037736;17;3;11;0.119497;0.187035;NOTSPAM
0.654629;0.681165;0.878229;4.199262;0.01599;0.04674;0.04674;0.072571;0.062731;0.03936;0.04428;0.03198;0.01599;76;3;13;0.163592;0.240423;NOTSPAM
0.60285;0.654895;0.818898;4.161417;0.027559;0.090551;0.062992;0.062992;0.07874;0.055118;0.043307;0.023622;0.011811;31;5;12;0.330709;0.250929;NOTSPAM
0.739583;0.772569;0.931373;4.362745;0.019608;0.107843;0.088235;0.186275;0.068627;0.068627;0.068627;0.058824;0.009804;13;6;12;0.186275;0.201389;NOTSPAM
0.689796;0.738776;0.842697;4.067416;0.05618;0.146067;0.146067;0.146067;0.05618;0.123596;0.067416;0.011236;0.033708;12;4;10;0.269663;0.220408;NOTSPAM
0.42029;0.641304;0.557692;3.403846;0;0.192308;0.115385;0.057692;0.038462;0;0.038462;0;0;8;3;7;1.173077;0.271739;NOTSPAM
0.647932;0.672057;0.888112;4.431818;0.015734;0.057692;0.02972;0.066434;0.054196;0.045455;0.041958;0.04021;0.017483;71;3;14;0.159091;0.239661;NOTSPAM
0.497382;0.664921;0.636364;3.848485;0;0.121212;0.181818;0.151515;0.060606;0.030303;0.060606;0.030303;0;5;3;8;0.969697;0.251309;NOTSPAM
0.532609;0.663043;0.75;3.8125;0;0.0625;0.375;0.25;0;0;0.0625;0.0625;0;3;4;8;0.75;0.25;NOTSPAM
0.486486;0.655405;0.642857;3.464286;0.035714;0.214286;0.285714;0.107143;0.107143;0;0.071429;0;0;3;3;7;0.892857;0.263514;NOTSPAM
0.6875;0.729167;0.864865;3.783784;0.081081;0.081081;0.351351;0.135135;0.054054;0.081081;0.027027;0;0.027027;5;3;13;0.216216;0.229167;NOTSPAM
0.641093;0.718695;0.808511;4.335106;0.031915;0.101064;0.079787;0.111702;0.079787;0.079787;0.047872;0.021277;0.031915;25;3;12;0.468085;0.223104;NOTSPAM
0.476809;0.569573;0.72549;4.013072;0.039216;0.137255;0.137255;0.071895;0.045752;0.065359;0.03268;0.019608;0.019608;28;4;11;0.653595;0.285714;NOTSPAM
0.5375;0.590278;0.818182;3.863636;0.054545;0.163636;0.163636;0.063636;0.063636;0.072727;0.054545;0;0.036364;16;3;13;0.345455;0.280556;NOTSPAM
0.575488;0.614565;0.859813;4.042056;0.011682;0.079439;0.046729;0.081776;0.060748;0.035047;0.028037;0.016355;0.016355;61;3;11;0.257009;0.268561;NOTSPAM
0.585366;0.719512;0.703704;4.37037;0.074074;0.111111;0.222222;0.185185;0.111111;0.111111;0.148148;0;0;5;5;11;0.814815;0.219512;NOTSPAM
0.500797;0.563796;0.765432;4.364198;0.04321;0.111111;0.098765;0.030864;0.049383;0.055556;0.049383;0.018519;0.018519;28;3;12;0.487654;0.282297;NOTSPAM
0.494078;0.649746;0.648649;4.151351;0.043243;0.12973;0.118919;0.081081;0.054054;0.178378;0.054054;0.010811;0.010811;33;4;12;0.994595;0.252961;NOTSPAM
0.496296;0.57037;0.773333;4.106667;0.013333;0.2;0.093333;0.093333;0.093333;0.04;0.053333;0.013333;0.026667;15;4;14;0.533333;0.283333;NOTSPAM
0.753304;0.779736;0.887324;4.985915;0.056338;0.169014;0.098592;0.112676;0.056338;0.098592;0.112676;0.056338;0.028169;8;6;13;0.169014;0.187225;NOTSPAM
0.45283;0.514151;0.773585;4.113208;0.018868;0.207547;0.132075;0.075472;0.037736;0;0.056604;0.018868;0.056604;9;4;13;0.490566;0.304245;NOTSPAM
0.532609;0.663043;0.75;3.8125;0;0.0625;0.375;0.25;0;0;0.0625;0.0625;0;3;4;8;0.75;0.25;NOTSPAM
0.544283;0.599034;0.791667;3.875;0.052083;0.177083;0.135417;0.104167;0.041667;0.041667;0.0625;0.020833;0.010417;13;4;10;0.354167;0.276973;NOTSPAM
0.345745;0.550532;0.383333;3.45;0.083333;0.1;0.4;0.05;0.05;0.016667;0.05;0.016667;0.016667;10;1;10;1.283333;0.303191;NOTSPAM
0.580645;0.642229;0.804598;5.034483;0.022989;0.16092;0.103448;0.103448;0.103448;0.034483;0.068966;0.057471;0.022989;19;4;14;0.482759;0.241935;NOTSPAM
0.712509;0.727713;0.894942;4.097276;0.031128;0.062257;0.070039;0.116732;0.089494;0.042802;0.050584;0.031128;0.019455;29;4;11;0.085603;0.224603;NOTSPAM
0.436576;0.491829;0.802817;4.450704;0.007042;0.098592;0.035211;0.06338;0.056338;0.084507;0.084507;0.014085;0.028169;31;3;12;0.5;0.308949;NOTSPAM
0.472861;0.546458;0.753165;3.759494;0.037975;0.158228;0.056962;0.063291;0.037975;0.06962;0.025316;0;0.006329;30;3;11;0.506329;0.298988;NOTSPAM
0.638004;0.667562;0.855478;4.053613;0.020979;0.079254;0.053613;0.079254;0.048951;0.04662;0.027972;0.020979;0.02331;61;3;12;0.179487;0.248369;NOTSPAM
0.781563;0.781563;0.954545;4.431818;0.022727;0.079545;0.068182;0.056818;0.136364;0.068182;0.034091;0.011364;0.022727;9;3;12;0;0.196393;NOTSPAM
0.5;0.672131;0.652174;3.565217;0;0.26087;0.26087;0.130435;0.086957;0;0.086957;0;0;3;5;7;0.913043;0.254098;NOTSPAM
0.509615;0.578846;0.741497;4.095238;0.047619;0.156463;0.108844;0.129252;0.068027;0.061224;0.013605;0.040816;0.027211;30;3;11;0.489796;0.280769;NOTSPAM
0.722982;0.742818;0.894942;4.225681;0.035019;0.105058;0.077821;0.105058;0.062257;0.066148;0.038911;0.031128;0.023346;32;3;12;0.11284;0.216142;NOTSPAM
0.716578;0.759358;0.861111;3.944444;0.083333;0.166667;0.111111;0.166667;0.027778;0.138889;0.055556;0.027778;0.027778;5;2;9;0.222222;0.213904;NOTSPAM
0.61024;0.66559;0.810056;4.030726;0.01676;0.092179;0.078212;0.058659;0.019553;0.044693;0.030726;0.013966;0.011173;49;5;12;0.335196;0.249539;NOTSPAM
0.727833;0.745074;0.902778;4.201389;0.048611;0.145833;0.111111;0.125;0.069444;0.097222;0.048611;0.013889;0.020833;19;3;12;0.097222;0.215517;NOTSPAM
0.506757;0.582432;0.763158;3.780702;0.035088;0.201754;0.078947;0.087719;0.052632;0.087719;0.035088;0;0.008772;20;3;11;0.491228;0.285135;NOTSPAM
0.620386;0.667769;0.833333;4.122449;0.020408;0.098639;0.088435;0.064626;0.02381;0.054422;0.037415;0.017007;0.013605;36;5;12;0.292517;0.246832;NOTSPAM
0.44843;0.506726;0.781818;4.109091;0.018182;0.218182;0.145455;0.072727;0.036364;0.036364;0.036364;0.018182;0.054545;9;3;13;0.472727;0.307175;NOTSPAM
0.537634;0.666667;0.75;3.875;0;0.0625;0.3125;0.3125;0;0;0.0625;0.0625;0;3;3;8;0.75;0.247312;NOTSPAM
0.716446;0.729679;0.952381;4.595238;0.02381;0.107143;0.071429;0.178571;0.119048;0.119048;0.095238;0.059524;0.011905;11;2;11;0.083333;0.213611;NOTSPAM
0.478102;0.565693;0.729412;3.647059;0.070588;0.164706;0.117647;0.129412;0.058824;0.058824;0.047059;0;0.011765;19;2;9;0.564706;0.293796;NOTSPAM
0.703371;0.759551;0.824324;4.567568;0.040541;0.216216;0.094595;0.067568;0.054054;0.067568;0.094595;0.027027;0.054054;8;6;12;0.337838;0.202247;NOTSPAM
0.789598;0.79669;0.955224;5.029851;0.029851;0.134328;0.119403;0.134328;0.119403;0.104478;0.074627;0.074627;0.044776;8;3;12;0.044776;0.179669;NOTSPAM
0.54717;0.707547;0.7;3.75;0;0.15;0.3;0.2;0.1;0;0.1;0;0;3;3;7;0.85;0.235849;NOTSPAM
0.468927;0.546139;0.7625;3.625;0.05;0.2;0.125;0.075;0.0625;0.0625;0.0375;0;0.025;15;2;9;0.5125;0.301318;NOTSPAM
0.625;0.71875;0.782609;4;0.086957;0.086957;0.26087;0.130435;0.130435;0;0.130435;0;0;4;7;7;0.521739;0.226563;NOTSPAM
0.765;0.78;0.931034;5.37931;0.034483;0.103448;0.103448;0.172414;0.068966;0.103448;0.137931;0.103448;0;4;3;11;0.103448;0.18;NOTSPAM
0.644295;0.711409;0.821429;3.785714;0.035714;0.142857;0.25;0.142857;0.107143;0.071429;0.071429;0;0;5;1;7;0.357143;0.234899;NOTSPAM
0.605;0.725;0.725;3.625;0.1;0.1;0.2;0.2;0.075;0.05;0.075;0;0;9;1;7;0.6;0.235;NOTSPAM
0.591398;0.682796;0.805556;3.527778;0.055556;0.166667;0.222222;0.083333;0.083333;0.055556;0.055556;0;0.027778;5;2;9;0.472222;0.252688;NOTSPAM
0.637031;0.665084;0.860158;4.065963;0.023747;0.087071;0.060686;0.084433;0.055409;0.050132;0.031662;0.023747;0.026385;53;3;12;0.171504;0.249029;NOTSPAM
0.595588;0.705882;0.72;3.84;0.12;0.12;0.24;0.08;0.16;0.04;0.08;0;0;5;5;7;0.6;0.235294;NOTSPAM
0.764555;0.780251;0.936015;4.998172;0.007313;0.02925;0.042048;0.073126;0.063985;0.032907;0.043876;0.038391;0.034735;51;3;14;0.100548;0.187785;NOTSPAM
0.424242;0.489899;0.755102;3.959184;0.020408;0.244898;0.122449;0.081633;0.061224;0.020408;0.040816;0.020408;0.040816;9;3;13;0.530612;0.315657;NOTSPAM
0.762821;0.762821;0.964602;4.212389;0.017699;0.088496;0.115044;0.106195;0.097345;0.061947;0.026549;0.035398;0.035398;10;3;11;0;0.208333;NOTSPAM
0.452962;0.648084;0.589286;3.321429;0.053571;0.107143;0.160714;0.089286;0.053571;0;0.035714;0;0;8;3;7;1;0.271777;NOTSPAM
0.538462;0.659341;0.75;3.75;0.0625;0;0.375;0.25;0;0;0.0625;0.0625;0;3;3;8;0.6875;0.252747;NOTSPAM
0.543478;0.663043;0.75;3.8125;0.0625;0;0.3125;0.3125;0;0;0.0625;0.0625;0;3;4;8;0.6875;0.25;NOTSPAM
0.772277;0.79703;0.90625;5.03125;0.0625;0.09375;0.15625;0.125;0.09375;0;0.09375;0.0625;0.09375;5;3;11;0.15625;0.178218;NOTSPAM
0.54386;0.692982;0.727273;3.590909;0;0.181818;0.318182;0.136364;0.090909;0;0.090909;0;0;3;3;7;0.772727;0.245614;NOTSPAM
0.77551;0.785714;0.94;4.62;0.04;0.12;0.12;0.2;0.08;0.06;0.04;0.04;0.04;5;2;11;0.06;0.190476;NOTSPAM
0.668696;0.72087;0.826531;4.229592;0.045918;0.112245;0.071429;0.112245;0.081633;0.071429;0.05102;0.020408;0.02551;26;2;12;0.306122;0.224348;NOTSPAM
0.599222;0.680934;0.78022;3.846154;0.054945;0.153846;0.10989;0.087912;0.065934;0.065934;0.054945;0;0;20;3;7;0.461538;0.247082;NOTSPAM
0.745763;0.79096;0.863636;6.363636;0.045455;0.045455;0.045455;0.090909;0.045455;0;0.090909;0.090909;0.045455;4;8;11;0.363636;0.163842;NOTSPAM
0.602941;0.702206;0.68;3.82;0.08;0.14;0.12;0.12;0.04;0.06;0.02;0.06;0.04;6;1;12;0.54;0.238971;NOTSPAM
0.592904;0.633987;0.828402;4.017751;0.04142;0.112426;0.053254;0.142012;0.076923;0.076923;0.04142;0.005917;0.047337;19;3;10;0.260355;0.261438;NOTSPAM
0.579268;0.698171;0.633333;3.816667;0.116667;0.1;0.116667;0.1;0.05;0.066667;0.016667;0.066667;0.016667;8;2;12;0.65;0.240854;NOTSPAM
0.540248;0.611455;0.744444;4.388889;0.033333;0.177778;0.1;0.1;0.066667;0.066667;0.044444;0.055556;0.033333;17;1;11;0.511111;0.263158;NOTSPAM
0.538462;0.659341;0.75;3.75;0.0625;0;0.375;0.25;0;0;0.0625;0.0625;0;3;4;8;0.6875;0.252747;NOTSPAM
0.543478;0.663043;0.75;3.8125;0.0625;0;0.3125;0.3125;0;0;0.0625;0.0625;0;3;4;8;0.6875;0.25;NOTSPAM
0.503937;0.661417;0.666667;3.5;0.041667;0.208333;0.208333;0.125;0.083333;0;0.083333;0;0;3;3;7;0.833333;0.259843;NOTSPAM
0.47619;0.67619;0.578947;3.736842;0.052632;0.105263;0.263158;0.157895;0.105263;0;0.105263;0;0;3;4;7;1.105263;0.247619;NOTSPAM
0.791237;0.796392;0.939394;4.681818;0.045455;0.075758;0.060606;0.106061;0.045455;0.075758;0.075758;0.075758;0.060606;6;3;11;0.030303;0.185567;NOTSPAM
0.513514;0.657658;0.631579;3.842105;0.105263;0.105263;0.210526;0.157895;0.105263;0;0.105263;0.052632;0;2;3;8;0.842105;0.252252;NOTSPAM
0.507538;0.673367;0.625;3.35;0.05;0.125;0.1;0.125;0.05;0;0.05;0;0;5;3;7;0.825;0.261307;NOTSPAM
0.514867;0.604069;0.693182;4.386364;0.034091;0.181818;0.090909;0.068182;0.079545;0.022727;0.079545;0.034091;0.045455;15;1;16;0.647727;0.266041;NOTSPAM
0.503937;0.661417;0.666667;3.5;0.041667;0.208333;0.208333;0.125;0.083333;0;0.083333;0;0;3;3;7;0.833333;0.259843;NOTSPAM
0.710843;0.751004;0.902439;4.560976;0.02439;0.146341;0.170732;0.121951;0.121951;0.097561;0.097561;0.04878;0.02439;6;3;10;0.243902;0.204819;NOTSPAM
0.61733;0.668113;0.816176;4.221257;0.012701;0.039439;0.034091;0.041444;0.035428;0.036096;0.029412;0.018717;0.016043;182;3;14;0.320856;0.245028;NOTSPAM
0.72155;0.743341;0.830769;4.723077;0.046154;0.153846;0.061538;0.061538;0.030769;0.076923;0.123077;0.015385;0.015385;9;2;12;0.138462;0.205811;NOTSPAM
0.488987;0.665198;0.6;3.355556;0.066667;0.088889;0.111111;0.111111;0.044444;0;0.044444;0;0;5;3;7;0.888889;0.264317;NOTSPAM
0.541667;0.623563;0.752294;3.981651;0.055046;0.146789;0.073394;0.110092;0.082569;0.036697;0.06422;0.027523;0.027523;15;2;13;0.522936;0.265805;NOTSPAM
0.542857;0.666667;0.722222;3.888889;0.055556;0.055556;0.333333;0.222222;0;0;0.055556;0.111111;0;3;3;8;0.722222;0.247619;NOTSPAM
0.582317;0.710366;0.637931;4.017241;0.086207;0.137931;0.12069;0.12069;0.051724;0.034483;0.034483;0.068966;0.034483;9;3;12;0.724138;0.231707;NOTSPAM
0.557692;0.684615;0.714286;3.632653;0.122449;0.183673;0.122449;0.122449;0.061224;0.081633;0.020408;0.040816;0.020408;7;4;10;0.673469;0.25;NOTSPAM
0.718204;0.761845;0.9;5.554545;0.018182;0.090909;0.036364;0.090909;0.054545;0.136364;0.081818;0.009091;0.036364;21;10;13;0.318182;0.187032;NOTSPAM
0.655906;0.681732;0.903394;4.686684;0.018277;0.070496;0.052219;0.083551;0.086162;0.05483;0.044386;0.036554;0.031332;44;3;13;0.177546;0.231675;NOTSPAM
0.496124;0.666667;0.666667;3.583333;0;0.166667;0.25;0.125;0.083333;0;0.083333;0;0;3;3;7;0.916667;0.255814;NOTSPAM
0.66759;0.736842;0.851852;4.925926;0.037037;0.111111;0.092593;0.092593;0.055556;0.111111;0.074074;0.092593;0.037037;7;3;10;0.462963;0.204986;NOTSPAM
0.735772;0.742229;0.943028;4.653673;0.011994;0.044978;0.043478;0.061469;0.073463;0.064468;0.050975;0.031484;0.01949;62;3;13;0.04048;0.208513;NOTSPAM
0.599719;0.652248;0.816675;4.203415;0.010547;0.032145;0.029131;0.033149;0.030136;0.030638;0.025113;0.015068;0.012557;272;3;14;0.338523;0.251422;NOTSPAM
0.532609;0.663043;0.75;3.8125;0;0.0625;0.375;0.25;0;0;0.0625;0.0625;0;3;3;8;0.75;0.25;NOTSPAM
0.64532;0.695813;0.853846;4.346154;0.053846;0.1;0.084615;0.1;0.076923;0.092308;0.038462;0.046154;0.023077;15;3;10;0.315385;0.231527;NOTSPAM
0.562353;0.665882;0.717647;3.329412;0.058824;0.117647;0.094118;0.117647;0.058824;0.058824;0.023529;0.011765;0.035294;7;2;9;0.517647;0.265882;NOTSPAM
0.661815;0.714897;0.831579;4.394737;0.057895;0.1;0.078947;0.094737;0.084211;0.1;0.057895;0.036842;0.036842;26;3;12;0.326316;0.223459;NOTSPAM
0.532609;0.663043;0.75;3.8125;0;0.0625;0.375;0.25;0;0;0.0625;0.0625;0;3;3;8;0.75;0.25;NOTSPAM
0.570796;0.676991;0.717391;3.326087;0.086957;0.130435;0.152174;0.195652;0.086957;0.086957;0.021739;0;0;6;1;7;0.521739;0.261062;NOTSPAM
0.604494;0.677528;0.77439;3.676829;0.060976;0.115854;0.091463;0.085366;0.085366;0.067073;0.02439;0.012195;0.02439;15;3;9;0.396341;0.252809;NOTSPAM
0.690045;0.782805;0.851852;4.271605;0.012346;0.17284;0.148148;0.135802;0.111111;0.074074;0.012346;0.024691;0.037037;9;3;11;0.506173;0.199095;NOTSPAM
0.739645;0.761341;0.934211;5.078947;0.026316;0.105263;0.078947;0.197368;0.105263;0.144737;0.065789;0.078947;0.026316;9;4;11;0.144737;0.193294;NOTSPAM
0.771084;0.789157;0.960784;5.137255;0;0.137255;0.137255;0.137255;0.078431;0.098039;0.058824;0.078431;0.078431;5;3;10;0.117647;0.180723;NOTSPAM
0.584393;0.636994;0.828996;4.096654;0.026022;0.092937;0.048327;0.074349;0.070632;0.05948;0.040892;0.026022;0.022305;32;3;13;0.33829;0.25896;NOTSPAM
0.513669;0.598561;0.734043;4.425532;0.021277;0.202128;0.117021;0.095745;0.053191;0.031915;0.053191;0.042553;0.042553;17;2;11;0.62766;0.267626;NOTSPAM
0.5;0.664063;0.666667;3.541667;0;0.25;0.208333;0.125;0.083333;0;0.083333;0;0;3;3;7;0.875;0.257813;NOTSPAM
0.557143;0.65;0.791667;3.791667;0.041667;0.125;0.25;0.208333;0;0;0.083333;0.083333;0;4;3;8;0.541667;0.257143;NOTSPAM
0.607822;0.656448;0.836177;4.238908;0.044369;0.09215;0.061433;0.068259;0.061433;0.075085;0.044369;0.023891;0.027304;39;3;12;0.313993;0.248943;NOTSPAM
0.5;0.664063;0.666667;3.541667;0;0.25;0.208333;0.125;0.083333;0;0.083333;0;0;3;3;7;0.875;0.257813;NOTSPAM
0.753304;0.77533;0.947368;4.631579;0.026316;0.105263;0.131579;0.236842;0.052632;0.131579;0.026316;0.026316;0.026316;8;4;10;0.131579;0.193833;NOTSPAM
0.560801;0.662375;0.741007;3.330935;0.05036;0.151079;0.107914;0.100719;0.043165;0.057554;0.014388;0.007194;0;21;1;8;0.510791;0.267525;NOTSPAM
0.536777;0.557552;0.911628;4.618605;0.023256;0.074419;0.088372;0.144186;0.055814;0.074419;0.074419;0.046512;0.009302;53;3;16;0.172093;0.281303;NOTSPAM
0.532609;0.663043;0.75;3.8125;0;0.0625;0.375;0.25;0;0;0.0625;0.0625;0;3;3;8;0.75;0.25;NOTSPAM
0.741553;0.756372;0.913534;4.796992;0.037594;0.048872;0.075188;0.078947;0.026316;0.045113;0.041353;0.06015;0.045113;33;3;14;0.093985;0.200356;NOTSPAM
0.70317;0.755043;0.867647;3.852941;0.014706;0.176471;0.147059;0.176471;0.058824;0.058824;0.029412;0.014706;0;6;3;11;0.264706;0.21902;NOTSPAM
0.805057;0.806417;0.971098;5.714836;0.009634;0.023121;0.038536;0.071291;0.04817;0.057803;0.065511;0.046243;0.044316;53;3;15;0.009634;0.16721;NOTSPAM
0.785047;0.803738;0.944444;4.777778;0;0.222222;0.111111;0.111111;0.111111;0.111111;0.166667;0.055556;0;2;5;8;0.111111;0.17757;NOTSPAM
0.704918;0.754098;0.861111;3.833333;0.055556;0.222222;0.083333;0.166667;0;0.111111;0.083333;0;0.027778;3;2;9;0.25;0.218579;NOTSPAM
0.762475;0.780439;0.925926;4.82716;0.012346;0.160494;0.08642;0.098765;0.061728;0.08642;0.148148;0;0.024691;8;3;12;0.111111;0.189621;NOTSPAM
0.631636;0.661972;0.87234;4.333333;0.042553;0.113475;0.070922;0.085106;0.070922;0.042553;0.056738;0.035461;0.021277;16;2;11;0.198582;0.244854;NOTSPAM
0.786084;0.786084;0.978814;4.5;0.004237;0.063559;0.059322;0.118644;0.038136;0.033898;0.038136;0.033898;0.025424;26;3;13;0;0.19393;NOTSPAM
0.629771;0.721374;0.826923;3.634615;0.019231;0.25;0.192308;0.230769;0.057692;0.019231;0.038462;0.038462;0.019231;4;3;9;0.461538;0.236641;NOTSPAM
0.5;0.675;0.636364;3.681818;0;0.227273;0.181818;0.181818;0.090909;0;0.090909;0;0;3;5;7;0.954545;0.25;NOTSPAM
0.398058;0.470874;0.735849;3.660377;0.018868;0.245283;0.132075;0.09434;0.037736;0;0.037736;0.018868;0.037736;9;3;13;0.566038;0.32767;NOTSPAM
0.540412;0.594295;0.861386;3.712871;0.019802;0.217822;0.118812;0.138614;0.128713;0.049505;0.019802;0.019802;0.019802;15;4;9;0.336634;0.282092;NOTSPAM
0.647561;0.681707;0.854839;4.508065;0.056452;0.072581;0.056452;0.072581;0.056452;0.056452;0.016129;0.048387;0.008065;15;3;11;0.225806;0.234146;NOTSPAM
0.632572;0.662363;0.861635;4.194969;0.044025;0.106918;0.09434;0.138365;0.119497;0.069182;0.050314;0.018868;0.018868;17;3;12;0.188679;0.247269;NOTSPAM
0.75156;0.762337;0.945486;4.579216;0.017036;0.039182;0.054514;0.073254;0.039182;0.051107;0.051107;0.028961;0.030664;55;3;12;0.064736;0.201929;NOTSPAM
0.78628;0.796834;0.95;5.033333;0.033333;0.1;0.083333;0.1;0.083333;0.033333;0.116667;0.05;0.033333;7;3;11;0.066667;0.17942;NOTSPAM
0.53;0.67;0.722222;3.722222;0;0.111111;0.333333;0.277778;0;0;0.055556;0.055556;0;3;4;8;0.777778;0.25;NOTSPAM
0.672176;0.719008;0.767123;3.575342;0.068493;0.219178;0.109589;0.09589;0.068493;0.082192;0.054795;0.027397;0.013699;8;1;10;0.232877;0.239669;NOTSPAM
0.671795;0.723077;0.918919;3.810811;0.027027;0.135135;0.135135;0.135135;0.108108;0.081081;0.027027;0;0;4;4;7;0.27027;0.230769;NOTSPAM
0.616883;0.685065;0.793814;4.350515;0.041237;0.103093;0.185567;0.154639;0.113402;0.072165;0.041237;0.061856;0.010309;13;8;12;0.43299;0.23539;NOTSPAM
0.476821;0.672185;0.6;3.383333;0;0.15;0.066667;0.083333;0.033333;0;0.033333;0;0;9;3;7;0.983333;0.261589;NOTSPAM
0.723011;0.745739;0.896552;4.525862;0.051724;0.12931;0.094828;0.060345;0.086207;0.043103;0.077586;0.034483;0.017241;13;8;11;0.137931;0.208807;NOTSPAM
0.724638;0.724638;0.970149;4.477612;0.029851;0.104478;0.164179;0.134328;0.119403;0.089552;0.089552;0.059701;0.014925;11;3;10;0;0.217391;NOTSPAM
0.627907;0.627907;1;3.857143;0;0;0.285714;0.142857;0;0;0.142857;0;0;3;3;7;0;0.255814;NOTSPAM
0.532609;0.663043;0.75;3.8125;0;0.0625;0.375;0.25;0;0;0.0625;0.0625;0;3;4;8;0.75;0.25;NOTSPAM
0.5;0.664063;0.666667;3.541667;0;0.25;0.208333;0.125;0.083333;0;0.083333;0;0;3;3;7;0.875;0.257813;NOTSPAM
0.788106;0.788106;0.954861;4.739583;0.017361;0.048611;0.065972;0.100694;0.076389;0.055556;0.052083;0.03125;0.038194;30;3;12;0;0.188799;NOTSPAM
0.489939;0.600175;0.727778;3.811111;0.005556;0.116667;0.077778;0.055556;0.061111;0.011111;0.061111;0.005556;0.011111;28;5;9;0.7;0.278215;NOTSPAM
0.53271;0.654206;0.722222;3.888889;0.055556;0.055556;0.333333;0.222222;0;0;0.055556;0.111111;0;3;3;8;0.722222;0.252336;NOTSPAM
0.537634;0.666667;0.75;3.875;0;0.0625;0.3125;0.3125;0;0;0.0625;0.0625;0;3;4;8;0.75;0.247312;NOTSPAM
0.794171;0.797814;0.95;5.475;0.0125;0.0625;0.1;0.1625;0.1125;0.0375;0.0625;0.0375;0.075;8;2;13;0.025;0.173042;NOTSPAM
0.788106;0.788106;0.954861;4.739583;0.017361;0.048611;0.065972;0.100694;0.076389;0.055556;0.052083;0.03125;0.038194;30;3;12;0;0.188799;NOTSPAM
0.436731;0.526362;0.71875;3.74375;0.025;0.15625;0.09375;0.05;0.0625;0.04375;0.05625;0;0.01875;27;5;9;0.6375;0.306678;NOTSPAM
0.756893;0.761029;0.943089;4.487805;0.02168;0.04878;0.059621;0.100271;0.065041;0.051491;0.03523;0.03523;0.01626;41;3;12;0.02439;0.204044;NOTSPAM
0.491935;0.66129;0.652174;3.565217;0;0.26087;0.217391;0.130435;0.086957;0;0.086957;0;0;3;5;7;0.913043;0.258065;NOTSPAM
0.689994;0.72744;0.881533;4.12892;0.041812;0.080139;0.097561;0.142857;0.038328;0.02439;0.045296;0.04878;0.017422;38;3;11;0.212544;0.224064;NOTSPAM
0.813531;0.813531;0.974638;5.358696;0.01087;0.050725;0.050725;0.065217;0.076087;0.047101;0.09058;0.054348;0.065217;29;2;14;0;0.168867;NOTSPAM
0.728464;0.756554;0.89011;4.43956;0.065934;0.120879;0.10989;0.142857;0.043956;0.087912;0.043956;0.021978;0.021978;7;3;12;0.164835;0.205993;NOTSPAM
0.445005;0.470232;0.820755;4.396226;0.066038;0.056604;0.122642;0.141509;0.113208;0.066038;0.075472;0.04717;0.028302;18;2;11;0.235849;0.317861;NOTSPAM
0.627015;0.666155;0.839286;3.875;0.026786;0.138393;0.089286;0.107143;0.066964;0.066964;0.049107;0.013393;0.013393;32;1;11;0.227679;0.252494;NOTSPAM
0.65776;0.660042;0.954839;4.478065;0.010968;0.017419;0.027742;0.043871;0.072903;0.069032;0.06129;0.033548;0.025161;138;3;15;0.015484;0.243629;NOTSPAM
0.557692;0.673077;0.764706;4.117647;0;0.058824;0.294118;0.235294;0.058824;0;0.117647;0.058824;0;3;3;8;0.705882;0.240385;NOTSPAM
0.761773;0.795014;0.929825;5.035088;0.017544;0.140351;0.122807;0.140351;0.087719;0.122807;0.052632;0.052632;0.087719;7;3;10;0.210526;0.180055;NOTSPAM
0.532609;0.663043;0.75;3.8125;0;0.0625;0.375;0.25;0;0;0.0625;0.0625;0;3;3;8;0.75;0.25;NOTSPAM
0.488;0.664;0.652174;3.608696;0;0.217391;0.26087;0.130435;0.086957;0;0.086957;0;0;3;5;7;0.956522;0.256;NOTSPAM
0.597925;0.63489;0.872642;4.617925;0.023585;0.080189;0.04717;0.028302;0.09434;0.075472;0.04717;0.051887;0.028302;26;3;14;0.268868;0.250973;NOTSPAM
0.689994;0.72744;0.881533;4.12892;0.041812;0.080139;0.097561;0.142857;0.038328;0.02439;0.045296;0.04878;0.017422;38;3;11;0.212544;0.224064;NOTSPAM
0.778761;0.79646;0.961538;5.192308;0;0.134615;0.115385;0.134615;0.096154;0.134615;0.038462;0.057692;0.096154;5;3;10;0.115385;0.176991;NOTSPAM
