@relation 'EmailRelation-weka.filters.unsupervised.attribute.Remove-R5-6,17-18,21-22-weka.filters.supervised.instance.Resample-B0.0-S1-Z15.0-weka.filters.unsupervised.attribute.Remove-R4,14-16-weka.filters.unsupervised.attribute.Remove-R1-3,13'

@attribute charSeq1 numeric
@attribute charSeq2 numeric
@attribute charSeq3 numeric
@attribute charSeq4 numeric
@attribute charSeq5 numeric
@attribute charSeq6 numeric
@attribute charSeq7 numeric
@attribute charSeq8 numeric
@attribute charSeq9 numeric
@attribute whiteSpaceCount numeric
@attribute spam {SPAM,NOTSPAM}

@data
0.03125,0.104167,0.114583,0.1875,0.041667,0.052083,0.0625,0.052083,0.041667,0.189381,NOTSPAM
0.028,0.08,0.096,0.096,0.076,0.076,0.052,0.04,0.02,0.212142,NOTSPAM
0.043478,0.156522,0.147826,0.13913,0.078261,0.078261,0.052174,0.043478,0.034783,0.21485,NOTSPAM
0.025641,0.119658,0.128205,0.106838,0.059829,0.034188,0.021368,0.021368,0.025641,0.251897,NOTSPAM
0.017621,0.066079,0.055066,0.066079,0.059471,0.048458,0.030837,0.019824,0.008811,0.251447,NOTSPAM
0.068966,0.103448,0.103448,0.068966,0.034483,0.103448,0.068966,0.068966,0.068966,0.170984,NOTSPAM
0.023346,0.120623,0.050584,0.116732,0.035019,0.058366,0.042802,0.007782,0.011673,0.234613,NOTSPAM
0.01909,0.048458,0.045521,0.071953,0.0558,0.042584,0.044053,0.041116,0.022026,0.206786,NOTSPAM
0,0.071429,0.142857,0.178571,0.178571,0.035714,0.107143,0.035714,0,0.29393,NOTSPAM
0.034483,0.189655,0.137931,0.172414,0.034483,0.017241,0.086207,0,0.017241,0.238411,NOTSPAM
0.050847,0.169492,0.118644,0.09322,0.033898,0.067797,0.050847,0.033898,0.025424,0.23298,NOTSPAM
0,0.0625,0.375,0.25,0,0,0.0625,0.0625,0,0.255319,NOTSPAM
0.0125,0.175,0.1125,0.075,0.0625,0.0625,0.1,0.0375,0.0375,0.266102,NOTSPAM
0.065476,0.130952,0.107143,0.065476,0.029762,0.047619,0.029762,0.035714,0.041667,0.261538,NOTSPAM
0.035897,0.128205,0.123077,0.071795,0.087179,0.030769,0.035897,0.005128,0.025641,0.294256,NOTSPAM
0.019704,0.049261,0.073892,0.128079,0.083744,0.073892,0.093596,0.054187,0.034483,0.183597,NOTSPAM
0.022989,0.16092,0.103448,0.103448,0.103448,0.034483,0.068966,0.057471,0.022989,0.241935,NOTSPAM
0.061224,0.061224,0.163265,0.163265,0.142857,0.142857,0.081633,0,0.020408,0.210702,NOTSPAM
0.069767,0.104651,0.174419,0.081395,0.081395,0.05814,0.05814,0.05814,0,0.218814,NOTSPAM
0.053571,0.214286,0.107143,0.071429,0.071429,0.035714,0.017857,0.035714,0.035714,0.321016,NOTSPAM
0.027586,0.165517,0.089655,0.096552,0.075862,0.062069,0.068966,0.02069,0.013793,0.259956,NOTSPAM
0.030769,0.138462,0.123077,0.184615,0.061538,0.076923,0.092308,0.046154,0.030769,0.196891,NOTSPAM
0.035211,0.133803,0.140845,0.105634,0.056338,0.105634,0.077465,0.014085,0.014085,0.224299,NOTSPAM
0.108696,0.108696,0.086957,0.23913,0.043478,0.086957,0.043478,0,0.043478,0.251046,NOTSPAM
0,0.0625,0.375,0.1875,0,0.0625,0.0625,0.0625,0,0.244681,NOTSPAM
0.121212,0.151515,0.151515,0.121212,0.121212,0.151515,0.060606,0,0,0.232558,NOTSPAM
0.054945,0.153846,0.10989,0.087912,0.065934,0.065934,0.054945,0,0,0.247082,NOTSPAM
0.010081,0.046371,0.056452,0.064516,0.072581,0.044355,0.060484,0.042339,0.052419,0.169333,NOTSPAM
0.042194,0.101266,0.084388,0.113924,0.067511,0.059072,0.037975,0.029536,0.042194,0.222378,NOTSPAM
0,0.076923,0.153846,0.076923,0.230769,0.076923,0.076923,0.230769,0,0.166667,NOTSPAM
0,0.0625,0.375,0.1875,0,0,0.0625,0.0625,0.0625,0.237113,NOTSPAM
0.029586,0.136095,0.071006,0.112426,0.059172,0.047337,0.065089,0.023669,0.017751,0.222222,NOTSPAM
0.041667,0.166667,0.25,0.083333,0.083333,0.041667,0.083333,0,0,0.255814,NOTSPAM
0.069444,0.097222,0.111111,0.041667,0.083333,0.013889,0.041667,0.013889,0.027778,0.217284,NOTSPAM
0.015152,0.166667,0.121212,0.166667,0.121212,0.060606,0.106061,0.030303,0.045455,0.195489,NOTSPAM
0.018349,0.091743,0.082569,0.165138,0.06422,0.073394,0.045872,0.027523,0.036697,0.190476,NOTSPAM
0.049383,0.17284,0.135802,0.123457,0.08642,0.074074,0.037037,0,0,0.248815,NOTSPAM
0.022277,0.081683,0.056931,0.074257,0.039604,0.044554,0.034653,0.024752,0.019802,0.259079,NOTSPAM
0.045662,0.105023,0.082192,0.127854,0.109589,0.03653,0.03653,0.03653,0.027397,0.226027,NOTSPAM
0.044586,0.133758,0.10828,0.10828,0.089172,0.063694,0.038217,0.019108,0.012739,0.223913,NOTSPAM
0.0625,0,0.375,0.125,0.125,0,0.0625,0.0625,0,0.244681,NOTSPAM
0.024064,0.069519,0.088235,0.112299,0.048128,0.061497,0.034759,0.013369,0.040107,0.231466,NOTSPAM
0.083333,0.166667,0.111111,0.166667,0.027778,0.138889,0.055556,0.027778,0.027778,0.213904,NOTSPAM
0.121212,0.136364,0.151515,0.166667,0.045455,0.121212,0.060606,0.015152,0.030303,0.243836,NOTSPAM
0.014286,0.257143,0.185714,0.057143,0.114286,0.042857,0.071429,0,0.014286,0.259434,NOTSPAM
0.028037,0.130841,0.121495,0.074766,0.11215,0.056075,0.074766,0.046729,0.018692,0.21021,NOTSPAM
0.030973,0.115044,0.075221,0.075221,0.048673,0.026549,0.039823,0.017699,0.004425,0.281581,NOTSPAM
0,0.136364,0.204545,0.090909,0.113636,0.159091,0.045455,0,0,0.218391,NOTSPAM
0.05036,0.151079,0.107914,0.100719,0.043165,0.057554,0.014388,0.007194,0,0.267525,NOTSPAM
0.021277,0.255319,0.106383,0.106383,0.042553,0,0.042553,0.021277,0.042553,0.323684,NOTSPAM
0.026316,0.151316,0.078947,0.144737,0.078947,0.039474,0.032895,0,0.013158,0.261438,NOTSPAM
0.017544,0.109649,0.061404,0.096491,0.078947,0.070175,0.039474,0.017544,0.02193,0.253559,NOTSPAM
0.072727,0.127273,0.072727,0.054545,0.054545,0.090909,0.036364,0.090909,0.054545,0.196375,NOTSPAM
0.086207,0.137931,0.12069,0.12069,0.051724,0.034483,0.034483,0.068966,0.034483,0.231707,NOTSPAM
0.037037,0.087963,0.092593,0.138889,0.083333,0.069444,0.064815,0.032407,0.018519,0.245455,NOTSPAM
0.055556,0.388889,0,0.222222,0.055556,0,0.111111,0.055556,0,0.25,NOTSPAM
0.052239,0.08209,0.089552,0.08209,0.044776,0.156716,0.044776,0.007463,0.037313,0.223542,NOTSPAM
0.018018,0.135135,0.162162,0.18018,0.072072,0.045045,0.045045,0.018018,0.018018,0.229167,NOTSPAM
0.047619,0.095238,0.174603,0.142857,0.095238,0.031746,0.047619,0.015873,0.015873,0.201705,NOTSPAM
0,0.0625,0.375,0.125,0.125,0,0.0625,0.0625,0,0.242105,NOTSPAM
0.029412,0.058824,0.064706,0.117647,0.070588,0.041176,0.088235,0.041176,0.011765,0.18767,NOTSPAM
0.01227,0.079755,0.092025,0.116564,0.07362,0.055215,0.06135,0.02454,0.03681,0.198456,NOTSPAM
0.017241,0.103448,0.103448,0.198276,0.112069,0.043103,0.051724,0.051724,0.060345,0.226027,NOTSPAM
0.016393,0.229508,0.180328,0.065574,0.032787,0.032787,0.032787,0.032787,0.032787,0.309417,NOTSPAM
0.051282,0.153846,0.102564,0.153846,0.153846,0.025641,0.102564,0,0.051282,0.188596,NOTSPAM
0,0.211765,0.117647,0.117647,0.082353,0.047059,0.070588,0.047059,0.035294,0.208247,NOTSPAM
0.025862,0.077586,0.077586,0.068966,0.12931,0.103448,0.034483,0.086207,0.025862,0.203081,NOTSPAM
0.017857,0.064732,0.058036,0.0625,0.058036,0.051339,0.049107,0.037946,0.022321,0.231037,NOTSPAM
0.0175,0.0375,0.04375,0.08125,0.06125,0.0525,0.0425,0.0425,0.025,0.210983,NOTSPAM
0.064,0.08,0.084,0.104,0.056,0.08,0.036,0.02,0.032,0.260985,NOTSPAM
0,0,0.4,0.133333,0.133333,0,0.066667,0.066667,0,0.23913,NOTSPAM
0.045662,0.105023,0.082192,0.127854,0.109589,0.03653,0.03653,0.03653,0.027397,0.226027,NOTSPAM
0.055556,0.222222,0.083333,0.166667,0,0.111111,0.083333,0,0.027778,0.218579,NOTSPAM
0.055794,0.11588,0.085837,0.124464,0.051502,0.038627,0.021459,0.021459,0.030043,0.257709,NOTSPAM
0,0.0625,0.375,0.125,0.0625,0,0.125,0.0625,0,0.237113,NOTSPAM
0.102041,0.122449,0.102041,0.163265,0.061224,0.040816,0.061224,0.071429,0.020408,0.330357,NOTSPAM
0.048077,0.086538,0.105769,0.105769,0.038462,0.086538,0.009615,0,0,0.271784,NOTSPAM
0.043478,0.086957,0.152174,0.152174,0.086957,0.108696,0.086957,0.043478,0.043478,0.187739,NOTSPAM
0.0625,0,0.375,0.125,0.0625,0,0.0625,0.125,0,0.237113,NOTSPAM
0.090909,0.181818,0.272727,0.090909,0,0.090909,0.181818,0.090909,0,0.2,NOTSPAM
0,0.076923,0.115385,0.269231,0.076923,0.076923,0.076923,0.057692,0,0.205298,NOTSPAM
0.157895,0,0.263158,0.157895,0.052632,0,0.105263,0.105263,0,0.254237,NOTSPAM
0.043478,0.086957,0.152174,0.152174,0.086957,0.108696,0.086957,0.043478,0.043478,0.187739,NOTSPAM
0.040541,0.216216,0.094595,0.067568,0.054054,0.067568,0.094595,0.027027,0.054054,0.202247,NOTSPAM
0.017595,0.036657,0.064516,0.105572,0.058651,0.049853,0.048387,0.036657,0.029326,0.196012,NOTSPAM
0.027613,0.055227,0.057199,0.110454,0.074951,0.063116,0.047337,0.035503,0.011834,0.225385,NOTSPAM
0.05,0.1125,0.0875,0.175,0.0625,0.1,0.05,0.025,0,0.218688,NOTSPAM
0,0.195122,0.195122,0.097561,0.04878,0.073171,0.121951,0,0.02439,0.225664,NOTSPAM
0.1,0.1,0.2,0.2,0.075,0.05,0.075,0,0,0.235,NOTSPAM
0,0.058824,0.352941,0.117647,0.117647,0,0.058824,0.117647,0,0.235849,NOTSPAM
0.040816,0.265306,0.102041,0.081633,0.040816,0,0.040816,0.020408,0.040816,0.327225,NOTSPAM
0.044118,0.132353,0.132353,0.161765,0.102941,0.058824,0.088235,0.029412,0.029412,0.206044,NOTSPAM
0.064516,0,0.193548,0.129032,0.16129,0.096774,0.096774,0,0.032258,0.20297,NOTSPAM
0.029126,0.074434,0.07767,0.100324,0.084142,0.05178,0.058252,0.055016,0.016181,0.212138,NOTSPAM
0.029412,0.205882,0.169118,0.088235,0.080882,0.029412,0.066176,0.007353,0.014706,0.268983,NOTSPAM
0,0.166667,0.333333,0.111111,0.111111,0,0.111111,0.055556,0,0.238095,NOTSPAM
0.022523,0.099099,0.063063,0.112613,0.058559,0.072072,0.045045,0.045045,0.013514,0.210648,NOTSPAM
0.025761,0.06089,0.070258,0.100703,0.058548,0.056206,0.0726,0.06089,0.023419,0.190319,NOTSPAM
0.073171,0.097561,0.073171,0.243902,0.02439,0.04878,0.073171,0,0.02439,0.221719,NOTSPAM
0,0.266667,0.2,0.266667,0.133333,0,0.133333,0,0,0.227848,NOTSPAM
0.006024,0.034137,0.042169,0.052209,0.038153,0.052209,0.042169,0.028112,0.012048,0.186992,NOTSPAM
0.013699,0.164384,0.150685,0.150685,0.054795,0.068493,0.082192,0.068493,0,0.20438,NOTSPAM
0.075,0.075,0.15,0.15,0.1,0.05,0.15,0,0.025,0.212851,NOTSPAM
0.055556,0.055556,0.333333,0.222222,0,0,0.055556,0.111111,0,0.256881,NOTSPAM
0.012048,0.204819,0.120482,0.120482,0.072289,0.120482,0.060241,0.048193,0.024096,0.190283,NOTSPAM
0.050633,0.177215,0.202532,0.151899,0.075949,0.063291,0.050633,0.037975,0,0.238318,NOTSPAM
0.033058,0.157025,0.115702,0.107438,0.07438,0.033058,0.082645,0.008264,0.008264,0.241379,NOTSPAM
0.013841,0.069204,0.089965,0.121107,0.072664,0.027682,0.055363,0.020761,0.010381,0.267509,NOTSPAM
0,0.0625,0.375,0.125,0.0625,0,0.0625,0.125,0,0.234694,NOTSPAM
0.022222,0.177778,0.111111,0.155556,0.066667,0.088889,0.022222,0.044444,0,0.22179,NOTSPAM
0.019608,0.088235,0.117647,0.166667,0.039216,0.088235,0.029412,0.098039,0.04902,0.188119,NOTSPAM
0.118644,0.169492,0.135593,0.186441,0.033898,0.067797,0.050847,0.050847,0.016949,0.238562,NOTSPAM
0.014599,0.131387,0.051095,0.131387,0.036496,0.072993,0.058394,0.036496,0.021898,0.229686,NOTSPAM
0.03012,0.096386,0.084337,0.120482,0.042169,0.072289,0.090361,0.078313,0.018072,0.201514,NOTSPAM
0.051948,0.142857,0.181818,0.168831,0.090909,0.064935,0.025974,0.025974,0.038961,0.234339,NOTSPAM
0.014981,0.06367,0.050562,0.059925,0.031835,0.044944,0.022472,0.013109,0.003745,0.258909,NOTSPAM
0.017857,0.151786,0.169643,0.116071,0.133929,0.071429,0.026786,0.026786,0.026786,0.264968,NOTSPAM
0.048544,0.087379,0.116505,0.126214,0.106796,0.048544,0.048544,0.019417,0.038835,0.217712,NOTSPAM
0.047619,0.095238,0.238095,0.190476,0,0.095238,0.095238,0,0,0.216667,NOTSPAM
0,0.0625,0.375,0.125,0.0625,0,0.125,0.0625,0,0.237113,NOTSPAM
0.1,0.1,0.2,0.1,0,0,0.3,0.1,0,0.1875,NOTSPAM
0.014706,0.176471,0.176471,0.132353,0.073529,0.088235,0.014706,0.029412,0.073529,0.206612,NOTSPAM
0.029545,0.075,0.043182,0.040909,0.015909,0.020455,0.011364,0.009091,0.002273,0.301639,NOTSPAM
0.028235,0.082353,0.063529,0.051765,0.035294,0.028235,0.018824,0.021176,0.007059,0.27719,NOTSPAM
0.036036,0.153153,0.135135,0.144144,0.036036,0.054054,0.045045,0.036036,0.036036,0.266756,NOTSPAM
0.033708,0.146067,0.134831,0.258427,0.101124,0.05618,0.022472,0.022472,0,0.236486,NOTSPAM
0.022472,0.071161,0.142322,0.164794,0.074906,0.033708,0.052434,0.037453,0.007491,0.240391,NOTSPAM
0.008772,0.122807,0.114035,0.087719,0.052632,0.052632,0.026316,0.026316,0.026316,0.249057,NOTSPAM
0.011299,0.101695,0.062147,0.090395,0.039548,0.050847,0.033898,0.022599,0.028249,0.26445,NOTSPAM
0,0.195122,0.195122,0.097561,0.04878,0.073171,0.121951,0,0.02439,0.225664,NOTSPAM
0.009434,0.080189,0.108491,0.132075,0.070755,0.028302,0.084906,0.075472,0.037736,0.198582,NOTSPAM
0.030303,0.151515,0.121212,0.078788,0.030303,0.066667,0.042424,0.018182,0.012121,0.24366,NOTSPAM
0.020833,0.0875,0.066667,0.070833,0.058333,0.066667,0.041667,0.0375,0.033333,0.246488,NOTSPAM
0.04918,0.103825,0.087432,0.125683,0.043716,0.04918,0.071038,0.027322,0.038251,0.215087,NOTSPAM
0.045455,0.045455,0.227273,0.227273,0,0.090909,0.045455,0.090909,0,0.233577,NOTSPAM
0.004744,0.024668,0.031309,0.049336,0.044592,0.037951,0.025617,0.017078,0.012334,0.193687,NOTSPAM
0.102041,0.122449,0.061224,0.020408,0.020408,0,0.040816,0.020408,0.020408,0.216667,NOTSPAM
0,0,0.2,0.1,0,0,0.4,0,0,0.174419,NOTSPAM
0.070175,0.070175,0.122807,0.157895,0.087719,0.122807,0.035088,0.070175,0,0.205607,NOTSPAM
0.014815,0.049383,0.076543,0.101235,0.054321,0.034568,0.041975,0.039506,0.017284,0.208936,NOTSPAM
0.083333,0,0.083333,0.083333,0.333333,0,0.333333,0,0,0.171053,NOTSPAM
0.0625,0.177083,0.104167,0.145833,0.041667,0.052083,0.0625,0.052083,0.010417,0.253142,NOTSPAM
0.026316,0.236842,0.236842,0.157895,0.078947,0.078947,0.052632,0,0.026316,0.229167,NOTSPAM
0.024876,0.099502,0.079602,0.099502,0.094527,0.089552,0.054726,0.044776,0.0199,0.229983,NOTSPAM
0.04918,0.131148,0.180328,0.180328,0.065574,0.04918,0.04918,0.098361,0.032787,0.212766,NOTSPAM
0.017354,0.056399,0.052061,0.058568,0.071584,0.067245,0.060738,0.032538,0.017354,0.240921,NOTSPAM
0.036364,0.1,0.1,0.118182,0.109091,0.063636,0.063636,0.027273,0.036364,0.181818,NOTSPAM
0.043478,0.173913,0.173913,0.086957,0.217391,0.086957,0.086957,0,0.086957,0.192857,NOTSPAM
0.029851,0.238806,0.179104,0.029851,0.134328,0.044776,0.074627,0,0.014925,0.258228,NOTSPAM
0,0.066667,0.4,0.133333,0.133333,0,0.133333,0.066667,0,0.218391,NOTSPAM
0.033333,0.125,0.125,0.125,0.041667,0.083333,0.05,0.033333,0.025,0.23842,NOTSPAM
0.047244,0.165354,0.110236,0.070866,0.07874,0.03937,0.023622,0.015748,0.015748,0.25937,NOTSPAM
0.023256,0.139535,0.139535,0.186047,0.116279,0.139535,0.093023,0,0,0.206612,NOTSPAM
0,0.125,0.111111,0.027778,0.027778,0.013889,0.027778,0.013889,0,0.264398,NOTSPAM
0,0.076923,0.205128,0.051282,0.051282,0,0.076923,0,0,0.237209,NOTSPAM
0.034014,0.122449,0.07483,0.068027,0.061224,0.027211,0.047619,0.013605,0.040816,0.277828,NOTSPAM
0.066667,0.4,0.133333,0.133333,0,0,0.133333,0,0,0.272727,NOTSPAM
0.024476,0.048951,0.06993,0.08042,0.062937,0.048951,0.034965,0.024476,0.01049,0.22313,NOTSPAM
0,0.222222,0.388889,0.055556,0.166667,0.055556,0.055556,0,0,0.252427,NOTSPAM
0.023102,0.059406,0.023102,0.082508,0.089109,0.056106,0.075908,0.029703,0.019802,0.246962,NOTSPAM
0.041812,0.080139,0.097561,0.142857,0.038328,0.02439,0.045296,0.04878,0.017422,0.224064,NOTSPAM
0.037221,0.111663,0.066998,0.049628,0.029777,0.029777,0.019851,0.022333,0.019851,0.285901,NOTSPAM
0.032609,0.146739,0.108696,0.070652,0.086957,0.043478,0.065217,0.021739,0.032609,0.25523,NOTSPAM
0.015625,0.234375,0.125,0.09375,0.109375,0.09375,0.0625,0.015625,0.03125,0.302772,NOTSPAM
0.064516,0,0.193548,0.129032,0.16129,0.096774,0.096774,0,0.032258,0.20297,NOTSPAM
0.024653,0.063174,0.052388,0.050847,0.038521,0.023112,0.027735,0.027735,0.007704,0.272128,NOTSPAM
0.028369,0.113475,0.092199,0.163121,0.06383,0.070922,0.028369,0.035461,0.007092,0.260669,NOTSPAM
0.019231,0.153846,0.070513,0.057692,0.038462,0.051282,0.044872,0.019231,0.025641,0.276444,NOTSPAM
0.040816,0.142857,0.102041,0.22449,0.122449,0.081633,0.061224,0,0.081633,0.213058,NOTSPAM
0.034783,0.134783,0.091304,0.082609,0.043478,0.030435,0.026087,0.026087,0.008696,0.284892,NOTSPAM
0.055556,0.055556,0.333333,0.222222,0,0,0.055556,0.111111,0,0.252336,NOTSPAM
0.111111,0,0.222222,0.222222,0,0.111111,0.111111,0,0,0.210526,NOTSPAM
0,0.214286,0.214286,0.214286,0.071429,0.071429,0.071429,0,0,0.246753,NOTSPAM
0.009901,0.133663,0.064356,0.079208,0.064356,0.034653,0.024752,0.029703,0.019802,0.289834,NOTSPAM
0.024845,0.059006,0.07764,0.130435,0.068323,0.096273,0.074534,0.046584,0.031056,0.208589,NOTSPAM
0.040268,0.147651,0.174497,0.067114,0.080537,0.04698,0.060403,0.026846,0.020134,0.270215,NOTSPAM
0,0.136364,0.097403,0.084416,0.071429,0.038961,0.045455,0.025974,0.058442,0.238399,NOTSPAM
0.036364,0.145455,0.163636,0.145455,0.127273,0.054545,0.072727,0.036364,0.036364,0.222973,NOTSPAM
0.009709,0.106796,0.15534,0.194175,0.07767,0.029126,0.067961,0.038835,0.058252,0.207904,NOTSPAM
0.054945,0.153846,0.10989,0.087912,0.065934,0.065934,0.054945,0,0,0.247082,NOTSPAM
0.05,0.05,0.116667,0.066667,0.033333,0.016667,0.033333,0,0,0.274194,NOTSPAM
0.076923,0.128205,0.128205,0.076923,0.128205,0.102564,0.102564,0.102564,0.025641,0.197479,NOTSPAM
0.027613,0.055227,0.057199,0.110454,0.074951,0.063116,0.047337,0.035503,0.011834,0.225385,NOTSPAM
0.020833,0.083333,0.086806,0.107639,0.0625,0.045139,0.0625,0.024306,0.034722,0.222358,NOTSPAM
0.03252,0.081301,0.146341,0.113821,0.04878,0.081301,0.065041,0.00813,0.04878,0.219144,NOTSPAM
0,0.0625,0.375,0.125,0.0625,0,0.125,0.0625,0,0.237113,NOTSPAM
0,0.0625,0.375,0.25,0,0,0.0625,0.0625,0,0.25,NOTSPAM
0,0.0625,0.375,0.25,0,0,0.0625,0.0625,0,0.25,NOTSPAM
0.006857,0.027429,0.045714,0.074286,0.053714,0.045714,0.048,0.027429,0.04,0.188212,NOTSPAM
0,0.173913,0.26087,0.173913,0.086957,0.043478,0.086957,0,0,0.238095,NOTSPAM
0.04,0.2,0.24,0.08,0.08,0,0.12,0,0,0.253731,NOTSPAM
0.035714,0.160714,0.107143,0.089286,0.035714,0.035714,0.035714,0.017857,0.017857,0.320276,NOTSPAM
0.005076,0.060914,0.060914,0.119289,0.091371,0.043147,0.048223,0.015228,0.040609,0.195789,NOTSPAM
0.107692,0.107692,0.138462,0.123077,0.076923,0.123077,0.015385,0.030769,0,0.258359,NOTSPAM
0.046875,0.125,0.140625,0.15625,0.078125,0.046875,0.03125,0.03125,0.078125,0.216802,NOTSPAM
0.018634,0.142857,0.055901,0.086957,0.068323,0.043478,0.037267,0.018634,0.006211,0.284428,NOTSPAM
0.042553,0.085106,0.051064,0.042553,0.051064,0.076596,0.046809,0.029787,0.029787,0.244802,NOTSPAM
0.029851,0.223881,0.179104,0.044776,0.119403,0.044776,0.074627,0,0.014925,0.265664,NOTSPAM
0.037037,0.222222,0.148148,0.074074,0.037037,0,0.037037,0.018519,0.037037,0.322581,NOTSPAM
0.064516,0,0.193548,0.129032,0.16129,0.096774,0.096774,0,0.032258,0.20297,NOTSPAM
0.022222,0.111111,0.177778,0.044444,0.044444,0,0.066667,0,0,0.253012,NOTSPAM
0.017199,0.063882,0.066339,0.085995,0.068796,0.022113,0.031941,0.039312,0.014742,0.216162,NOTSPAM
0.009259,0.115741,0.078704,0.125,0.060185,0.041667,0.069444,0.023148,0.027778,0.224812,NOTSPAM
0,0,0.277778,0.055556,0.055556,0.111111,0.166667,0.166667,0.111111,0.16,NOTSPAM
0.052632,0.105263,0.157895,0.105263,0.184211,0.105263,0.078947,0,0.026316,0.21097,NOTSPAM
0,0.222222,0.388889,0.055556,0.166667,0.055556,0.055556,0,0,0.252427,NOTSPAM
0,0.166667,0.333333,0.166667,0.111111,0,0.111111,0,0,0.252427,NOTSPAM
0.02439,0.146341,0.170732,0.121951,0.121951,0.097561,0.097561,0.04878,0.02439,0.204819,NOTSPAM
0,0.214286,0.214286,0.214286,0.071429,0.071429,0.071429,0,0,0.246753,NOTSPAM
0.032258,0.193548,0.112903,0.16129,0.048387,0.080645,0.112903,0.016129,0,0.222561,NOTSPAM
0.025974,0.090909,0.168831,0.168831,0.116883,0.064935,0.064935,0.025974,0.012987,0.208038,NOTSPAM
0.05303,0.121212,0.121212,0.098485,0.068182,0.075758,0.022727,0.007576,0,0.252809,NOTSPAM
0.018182,0.090909,0.036364,0.090909,0.054545,0.136364,0.081818,0.009091,0.036364,0.187032,NOTSPAM
0.012048,0.042169,0.060241,0.072289,0.054217,0.039157,0.060241,0.048193,0.057229,0.172383,NOTSPAM
0,0.0625,0.4375,0.125,0.0625,0,0.0625,0.0625,0,0.247312,NOTSPAM
0.0625,0,0.4375,0.125,0.0625,0,0.0625,0.0625,0,0.25,NOTSPAM
0.064516,0,0.193548,0.129032,0.16129,0.096774,0.096774,0,0.032258,0.20297,NOTSPAM
0.026316,0.236842,0.236842,0.157895,0.078947,0.078947,0.052632,0,0.026316,0.229167,NOTSPAM
0,0.0625,0.375,0.125,0.125,0,0.0625,0.0625,0,0.242105,NOTSPAM
0.026087,0.130435,0.13913,0.078261,0.078261,0.078261,0.017391,0.026087,0.008696,0.22102,NOTSPAM
0,0,0.210526,0.210526,0.210526,0,0.157895,0,0,0.194444,NOTSPAM
0,0.101449,0.130435,0.028986,0.028986,0.014493,0.028986,0,0,0.268698,NOTSPAM
0.052632,0.210526,0.122807,0.175439,0.087719,0.052632,0.087719,0.052632,0.052632,0.200599,NOTSPAM
0.044118,0.147059,0.095588,0.132353,0.073529,0.073529,0.066176,0.044118,0.007353,0.237203,NOTSPAM
0.08,0.2,0.2,0.16,0.08,0.04,0.04,0.08,0.04,0.228188,NOTSPAM
0.029851,0.223881,0.179104,0.044776,0.119403,0.044776,0.074627,0,0.014925,0.265664,NOTSPAM
0,0.114286,0.228571,0.142857,0.114286,0.085714,0.057143,0,0,0.219653,NOTSPAM
0.052083,0.15625,0.125,0.104167,0.104167,0.03125,0.0625,0.020833,0.010417,0.280675,NOTSPAM
0.040541,0.162162,0.094595,0.108108,0.067568,0.054054,0.040541,0.040541,0,0.194131,NOTSPAM
0.018868,0.207547,0.132075,0.075472,0.037736,0,0.056604,0.018868,0.056604,0.304245,NOTSPAM
0.04918,0.213115,0.163934,0.196721,0.081967,0.032787,0.032787,0.016393,0.016393,0.236749,NOTSPAM
0.055794,0.11588,0.085837,0.124464,0.051502,0.038627,0.021459,0.021459,0.030043,0.257709,NOTSPAM
0.0625,0,0.375,0.25,0,0,0.0625,0.0625,0,0.252747,NOTSPAM
0.016807,0.067227,0.117647,0.117647,0.067227,0.092437,0.05042,0.058824,0.02521,0.19236,NOTSPAM
0.053004,0.077739,0.063604,0.056537,0.038869,0.035336,0.038869,0.028269,0.035336,0.263279,NOTSPAM
0.019608,0.045752,0.084967,0.039216,0.039216,0.019608,0.026144,0.026144,0.026144,0.224261,NOTSPAM
0.020958,0.08982,0.083832,0.038922,0.02994,0.026946,0.023952,0.011976,0.005988,0.260207,NOTSPAM
0.02381,0.190476,0.214286,0.059524,0.02381,0.035714,0.047619,0.02381,0.035714,0.282748,NOTSPAM
0.037736,0.138365,0.106918,0.125786,0.069182,0.056604,0.018868,0.031447,0.031447,0.259067,NOTSPAM
0.0625,0,0.3125,0.125,0.125,0,0.0625,0.125,0,0.232323,NOTSPAM
0.034615,0.084615,0.053846,0.046154,0.076923,0.065385,0.038462,0.026923,0.034615,0.269815,NOTSPAM
0.042553,0.148936,0.191489,0.148936,0.06383,0.106383,0.042553,0.042553,0.021277,0.226923,NOTSPAM
0.028571,0.157143,0.128571,0.157143,0.128571,0.042857,0.014286,0.028571,0.028571,0.224658,NOTSPAM
0.027304,0.095563,0.088737,0.05802,0.05802,0.054608,0.044369,0.030717,0.047782,0.25439,NOTSPAM
0.049645,0.12766,0.085106,0.106383,0.035461,0.085106,0.070922,0.06383,0.021277,0.220588,NOTSPAM
0.022277,0.081683,0.056931,0.074257,0.039604,0.044554,0.034653,0.024752,0.019802,0.259079,NOTSPAM
0.033708,0.140449,0.095506,0.073034,0.044944,0.033708,0.033708,0.011236,0.022472,0.272251,NOTSPAM
0.015789,0.063158,0.05614,0.101754,0.070175,0.066667,0.040351,0.036842,0.024561,0.210983,NOTSPAM
0.011905,0.059524,0.059524,0.095238,0.059524,0.068452,0.068452,0.053571,0.041667,0.17951,NOTSPAM
0.028674,0.064516,0.035842,0.048387,0.041219,0.046595,0.02509,0.019713,0.023297,0.253813,NOTSPAM
